conversation_id,customer_message,amazonhelp_reply,intent_label,decision_label,decision_reason
2335066,"Customer message 1: Not come across this BS before. Last time I order a dvd from @115821 https://t.co/p2H1QbaA4R

Customer message 2: @AmazonHelp Does not work.

Customer message 3: @AmazonHelp Find the option for free shipping at time of checkout.","AmazonHelp reply 1: @335710 I'm sorry for the trouble with the DVD. Please try different aspect ratios on your TV/DVD player. ^JM

AmazonHelp reply 2: @335710 You can find the available return and refund options here: https://t.co/nOBjqe1UZr ^SB",I8,Auto-handle,Routine free-shipping checkout query.
487775,"Customer message 1: @AmazonHelp - and would be out for delivery today. So clearly the first tracking information was false.

Customer message 2: @AmazonHelp No today would be the last day. However I had someone go out of their way to wait on the package yesterday because I was notified it would be delivered by 8:00 pm last night.

Customer message 3: @AmazonHelp I appreciate the quick response and will definitely notify you if the package doesn’t come by today.

Customer message 4: @AmazonHelp So now the tracking says it’ll be here on Dec 4. This is the third time my package delivery has been rescheduled after being notified it’s out for delivery from your Deerfield facility.. I live 5 minutes north of Deerfield Beach. Getting the impression my package is lost!

Customer message 5: @AmazonHelp The carrier is UPS","AmazonHelp reply 1: @230823 That's certainly odd! Has the package missed the delivery date given in the order confirmation e-mail you received? ^AZ

AmazonHelp reply 2: @230823 I'm sorry for the different tracking information. Please keep us up to date and let us know if you don't receive your order today. ^VS

AmazonHelp reply 3: @230823 That's very odd! Could you confirm with us the carrier? You can find that information here: https://t.co/Y5jpI9gRhE ^HM

AmazonHelp reply 4: @230823 Thank you for providing us with the carrier info. If your order isn't received by Monday, please reach us directly via phone or chat so we can look into available options for you: https://t.co/EKXRLsnxJu ^BV",I1,Escalate,Repeated delivery rescheduling and possible lost package.
436273,"Customer message 1: Order prime. But no delivery on time. Is it 8pm on the 7th already? #scam #moneymatters #customersdont #primeloser @115850 @AmazonHelp https://t.co/Mdzh4sW9sD

Customer message 2: @AmazonHelp That’s kinda the point. No data on there which could be an issue. Unless they can hack you using my order number

Customer message 3: @AmazonHelp Sorry to sound rude but been there and done that. Twice.","AmazonHelp reply 1: @218626 Apologies for the ordeal Siddharth. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. 1/2^HN

AmazonHelp reply 2: @218626 Please don’t provide your order details as it is personal information. Our page is visible to the public.2/2^HN

AmazonHelp reply 3: @218626 Please call us here: https://t.co/TK4yevTaND, we'll have this checked for you. ^NR

AmazonHelp reply 4: @218626 Sorry about the delay in delivery of your order. Please share your details here: https://t.co/GIJyeYqKE0. I'd like to check it.^HD",I1,Auto-handle,Simple Prime delivery delay with prior support contact.
1661820,"Customer message 1: This is looking unlikely now, I’m expecting an email shortly saying they’ve sold out. Thanks @115830 😤 #XboxOneX https://t.co/LuRbIj2M9G

Customer message 2: @AmazonHelp Was supposed to be dispatched Saturday and arrive on the 7th

Customer message 3: @AmazonHelp Okay.. https://t.co/Tjf4OY8ocu","AmazonHelp reply 1: @506828 Hi James- What was your expected delivery date? Have we missed this? ^NV

AmazonHelp reply 2: @506828 The dispatch is an estimate, but don't worry, we'll have it with you tomorrow before 9PM ^RL",I1,Auto-handle,Dispatch delay on a pre-order.
2965253,"Customer message 1: How do you screw up a delivery to my place @115821?  My house number is in 5 different places on my property, including huge numbers on the house itself.

Customer message 2: @AmazonHelp the delivery driver dropped off my package at the wrong house.  This is supposed to be a replacement for a previous order that shipped damaged.  After being on the phone w someone, the most I can get is a returnless refund.

Customer message 3: @AmazonHelp The picture included w delivery is not my door.  I walked up and down my block and the other surrounding blocks and did not find this door.  When is drone delivery going to be a reality?

Customer message 4: @AmazonHelp It's astonishing that you can't even track delivery vehicles that you own to figure out where they've been. Bc there's no way to figure out which driver had it/where they've gone on a route","AmazonHelp reply 1: @528661 I'm so sorry we've let you down, Jon. Without providing account specific details, please tell us a little more about what's going on. We're here to help! ^HS

AmazonHelp reply 2: @528661 We'd like to escalate this misdelivery to our Logistics team for review. When you have a moment, please relay order specifics to us via this secure link, and we'll be in touch: https://t.co/B8ceB9RdaQ ^MV",I2,Escalate,Package was delivered to the wrong house and remains unresolved.
440270,"Customer message 1: @115850 Thanks amazon 4 looting me continually twice in a row. Attached is the pic of higg standard product delivered today https://t.co/2aKtGd078M

Customer message 2: @AmazonHelp I have been contacting u ppl, bt thr always hav been generic reply either it be my order 4 smartphn or ds RO. U ppl r looters

Customer message 3: @AmazonHelp Chk my order of RO and HTC phn from mail id __email__

Customer message 4: @AmazonHelp Already done,  no response. Seema u ppl r busy looting other pupil

Customer message 5: @AmazonHelp 1/3     @115850 https://t.co/GQvLJEXGDS

Customer message 6: @AmazonHelp 2/3 @115850 https://t.co/BrxYQAPdvs

Customer message 7: @AmazonHelp Anymore proof, u want?

Customer message 8: @AmazonHelp 3/3  @115850 https://t.co/7e5CvlNNds

Customer message 9: @AmazonHelp Already dropped all my details via this link as well as via mail __email__..  All mum No reply @1840 @12934 @115851

Customer message 10: @AmazonHelp When?  In coming new year? Busy looting other innocent customers or what? @115851 @12934 @1840

Customer message 11: @AmazonHelp Working on it? Similarly as u worked on my order in which u delivered faulty HTc phone?

Customer message 12: @AmazonHelp When? On d auspicious new year or what? Y u ppl quoted that ur reprsntv wl gt in touch within 6 hrs? It has been more than 20 hrs. No call https://t.co/upJW2XYxmk

Customer message 13: @AmazonHelp Do i look like an idiot with no brain and lot of spare time who is following up with u ppl despite of shari g details?

Customer message 14: @AmazonHelp Enclosed is the snap of my reply on the mail sent by you people https://t.co/ISDvTeXhxR

Customer message 15: @AmazonHelp Generic replies flooding again, the same reply which i received yesterday..

Customer message 16: @AmazonHelp Hurray I got ur valuable reply,  plz find the attached snap of reply.. #looteramazon https://t.co/QVYFF7IEPG

Customer message 17: @AmazonHelp Hw much more tym? Do u ppl need 2 consult @1840  on ds?

Customer message 18: @AmazonHelp Every time amazon expects customer 2 understand nd withstand wid u, requesting amazon 2 unstand cust mental state who goes thru al ds

Customer message 19: @AmazonHelp How many more days I have to wait 4 d so called verdict on my issue? @115851 @12934 @1840

Customer message 20: @AmazonHelp I did not get any fruitful or concluding reply yet, just wanted 2 know d expected tenure to close ds issue... @12934 @1840

Customer message 21: @AmazonHelp I replied on dat mail yesterday itself, bt no rply, can i get a call back from ur team or amazon want me 2 resolve ds via judiciary?

Customer message 22: @AmazonHelp I understand thr s issue in closing ds issue, so I would take it to legals for getting resolved. Thanks

Customer message 23: @AmazonHelp Ds s ur crm, no reply even after 2 followup mail.  @12934  @115851 https://t.co/NPrDI0zLh8

Customer message 24: @AmazonHelp I am not gonna stop, I would do any and everything 2 wxpose d fraudelents being done by amazon

Customer message 25: @AmazonHelp I have written 6 replies altogether on those mails, but no reply since yesterday...  Seems busy looting other innocents

Customer message 26: @AmazonHelp Plz find across the snap of my reply on the mail thread sent by you ppl https://t.co/lYJxzmlxCM

Customer message 27: @AmazonHelp Wat more detail u want me to fill here? I have filled these thrice, hw much more u would fool me wid ds generic replies? U looters, u cheats

Customer message 28: @AmazonHelp Yes i received an email and i replied thrice on that thread but no reply from u ppl.  Pf d attached snap as proof https://t.co/eW0MNSGc9F

Customer message 29: @AmazonHelp It has been 4 days,mwaiting 4 d reply.would u all plz and plz update me on the conclusion? Every tym same generic rply.Wl gt bk soon. Enough

Customer message 30: @AmazonHelp I wrote back my 4th reply on that mail, kindly check and revert back.

Customer message 31: @AmazonHelp Please specify, by what time I shall expect the final update on this issue?

Customer message 32: @AmazonHelp Are 12 hrs yet not over?

Customer message 33: @AmazonHelp I checked and revertwd back 13 grs back, what more?

Customer message 34: @AmazonHelp Heyy my stupid lord, how many times i need 2 say that i have wrote back on ur recentmost mail, 12 hrs back. What more?

Customer message 35: @AmazonHelp I have reaponded 2 dat mail sent by ur team.  Enclosing the scrnshot of my reply. https://t.co/l6U9aHpbDg

Customer message 36: @AmazonHelp I have checked and replied on that 13 hrs back.  What else?

Customer message 37: @AmazonHelp U ppl dont leave any option,dat s y i prvd my order details,and i would kp on posting d pic f scrap ro u ppl dlvrd,untl u resolve my issue

Customer message 38: @AmazonHelp Replied again on the thread, plz chk","AmazonHelp reply 1: @140964 I'm sorry for that. Please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^BV

AmazonHelp reply 2: @140964 We'd like to have a closer look into this. Kindly share your details here: https://t.co/cQVomR1pWz. And, we'll 1/2 ^KH

AmazonHelp reply 3: @140964 Sort this for you at the earliest. 2/2 ^KH

AmazonHelp reply 4: @140964 I'm afraid, we do not have access to your account over twitter.  Kindly drop in the details using the link provided (1/2) ^SS

AmazonHelp reply 5: @140964 earlier and we will contact you soon.Please don't provide your order details,we consider it as personal information. (2/2)^SS

AmazonHelp reply 6: @140964 We've not received your details, please share them here: https://t.co/GIJyeYqKE0 and we'll contact you soon. ^PS

AmazonHelp reply 7: @140964 We understand there has been an inconvenience. However, for us to assist you better,(1/2) ^VM

AmazonHelp reply 8: @140964 please reach us via the link provided earlier and we'll reach out to you soon. (2/2) ^VM

AmazonHelp reply 9: @140964 Thank you for dropping in your details. Our team will look into it and get in touch with you. ^NS

AmazonHelp reply 10: @140964 I understand your disappointment. Please be assured we're working on it and would reach out to you soon. ^GS

AmazonHelp reply 11: @140964 Apologies for the unpleasant experience. We'll get in touch with you soon. ^AG

AmazonHelp reply 12: @140964 If you've shared your details via link provided earlier, you should've received a correspondence from us. ^AK (1/2)

AmazonHelp reply 13: @140964 Kindly check for the correspondence here: https://t.co/8DAc10S7ww ^AK (2/2)

AmazonHelp reply 14: @140964 Kindly reply to the email sent by us and we'll get in touch with an update soon. Appreciate your understanding. ^AK

AmazonHelp reply 15: @140964 We have your details and we are working on it. We'll reach out to you shortly. ^GK

AmazonHelp reply 16: @140964 Apologies for the stretch, we value your time. We shall be closing this at the earliest. ^CB

AmazonHelp reply 17: @140964 I'm sorry for the delay and the subsequent inconvenience. We're working on it, will communicate with you very soon. ^MP

AmazonHelp reply 18: @140964 Our team is looking into your concern and will reach out to you soon with an update. Appreciate your understanding. ^MA

AmazonHelp reply 19: @140964 We do understand that has not been a pleasant experience, Aatish. Please allow us sometime and we will get back to you. ^KS

AmazonHelp reply 20: @140964 We'll send a correspondence to your registered email id once we have an update. Keep an eye on your mailbox. ^ZH

AmazonHelp reply 21: @140964 We have sent a correspondence here: https://t.co/8DAc10S7ww. Request you to 1/2 ^SB

AmazonHelp reply 22: @140964 check and reply to the email for further assistance.  2/2 ^SB

AmazonHelp reply 23: @140964 We've escalated the issue with our concerned team, we'll get back to you  as soon as we receive an update from them. ^SH

AmazonHelp reply 24: @140964 Please write back to the email you received from social media team. We'll check the details and get back to you. ^SQ

AmazonHelp reply 25: @140964 Please don't provide your order details as we consider it personal information. Our twitter page is visible to public. ^SQ

AmazonHelp reply 26: @140964 I'm sorry for the experience, Aatish. We've sent a correspondence to your registered email. 1/2 ^MK

AmazonHelp reply 27: @140964 Please check and reply on the same for further assistance. 2/2 ^MK

AmazonHelp reply 28: @140964 If you haven't received any correspondence, request you to share your details (1/2)^SQ

AmazonHelp reply 29: @140964 here: https://t.co/GIJyeYqKE0 and we'll get back to you with an update. (2/2)^SQ

AmazonHelp reply 30: @140964 Please don't provide your order details as we consider it personal information. Our twitter page is visible to public. ^SQ

AmazonHelp reply 31: @140964 You should've received an email in response to the details you filled in the link. Please check and reply to the email. ^NR

AmazonHelp reply 32: @140964 If you've responded to our email, we'll look into it and get back to you with an update. ^SQ

AmazonHelp reply 33: @140964 Please don't provide your order details as we consider it personal information. Our twitter page is visible to public. ^SQ

AmazonHelp reply 34: @140964 We have emailed you. Kindly check it here: https://t.co/8DAc10S7ww and respond. ^SC

AmazonHelp reply 35: @140964 We've received your reply. We are currently working on it and will get back to you with an update at the earliest. ^AU

AmazonHelp reply 36: @140964 We would reach out to you with an update within 12 hours from the time we've received your details. ^KA

AmazonHelp reply 37: @140964 We have sent a correspondence here: https://t.co/DTSNmGldJf. Kindly check and reply for further assistance. ^SB

AmazonHelp reply 38: @140964 We have responded to your concern here: https://t.co/JyJ7jb9lE9 Kindly check. ^GU

AmazonHelp reply 39: @140964 I understand you've replied to our email. Our team has responded to the email we've received from you. Kindly check. ^AP

AmazonHelp reply 40: @140964 You might have received an email from social media team. Please check here: https://t.co/8DAc10S7ww and please 1/2^AR

AmazonHelp reply 41: @140964 don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2^AR

AmazonHelp reply 42: @140964 We've not received your email. Kindly reply to the email again. ^AP

AmazonHelp reply 43: @140964 We've received it and we'll get back to you soon. ^PS",I4,Escalate,Faulty products with repeated failed support and legal threats.
976790,"Customer message 1: @115850 
Learn to do business. Making false commitments and promises. When will I get my refund !!! 
@115851  @115821 https://t.co/e6u7dDxlha

Customer message 2: @AmazonHelp You already have my order details from the screenshots I provided... Go ahead and do your research and correct the issue

Customer message 3: @AmazonHelp You have my order details... Stop asking for details and provide solution

Customer message 4: @AmazonHelp Of course ..you are also from the much helpless Amazon customer service. Email I'd - __email__  order I'd 407-8822840-1015525

Customer message 5: @AmazonHelp Thanks to the Amazon social media escalation team . Could improve your experience if everyone works with responsibility.","AmazonHelp reply 1: @351670 We understand there has been an issue with the refund of your order. Let us help you. Please drop your details here: (1/3) ^VM

AmazonHelp reply 2: @351670 https://t.co/wrtgfHAUjA so that we can get in touch with you. (2/3) ^VM

AmazonHelp reply 3: @351670 Please don’t provide your order details, we consider them as personal info. Our Twitter page is visible to public. (3/3) ^VM

AmazonHelp reply 4: @351670 I'm sorry as we'll not be able to access your account from here, please share your details and we'll get back to you.^VR

AmazonHelp reply 5: @351670 We'd like to help! Please share your details on the link here: https://t.co/GIJyeYqKE0 and we'll contact you soon. 1/2 ^PS

AmazonHelp reply 6: @351670 Please don't provide your order details, as we consider it to be personal information. Our page is visible to the public. ^PS

AmazonHelp reply 7: @351670 I understand that you've not had a pleasant experience. [1/2] ^SK

AmazonHelp reply 8: @351670 Will definitely forward this feedback to our team for a better performance. [2/2]^SK

AmazonHelp reply 9: @351670 Glad to know your issue is resolved. I would take this as a feedback to see we provide better services in the future. ^BS",I3,Auto-handle,Refund issue appears resolved by the escalation team.
1209858,"Customer message 1: @115850 refund still awaited,prdct bought in July17 and was promisd to get by 12Oct17 latest. gud dat I noticed the stmt &amp; found no credit

Customer message 2: @AmazonHelp raised the issue. got reply that refund already processed however I didn't receive any.

Customer message 3: @AmazonHelp  https://t.co/c2bqr8sRmg

Customer message 4: @AmazonHelp Refund expected dt 12 October 17

Customer message 5: @AmazonHelp Customer care mentions that refund is processed however can Amazon prove that refund is credited or processed, if not then why ask me?","AmazonHelp reply 1: @404007 I'm sorry about the trouble. We'd like to look into this. Kindly report it to our support team 1/2 ^KH

AmazonHelp reply 2: @404007 Here: https://t.co/uIWogR1rd4. We'll sort it for you at the earliest. 2/2 ^KH

AmazonHelp reply 3: @404007 Once a refund is initiated, it would take 3-5 business days to reflect in your account depending on the mode of payment. (1/2)^BS

AmazonHelp reply 4: @404007 If we missed out on the time frame, please do let us know. We will help you further. (2/2)^BS

AmazonHelp reply 5: @404007 I understand your concern is regarding cashback of your order. (1/3)^VH

AmazonHelp reply 6: @404007 Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll contact you at the earliest.(2/3) ^VH

AmazonHelp reply 7: @404007 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (3/3)^VH

AmazonHelp reply 8: @404007 Kindly share your details through the link mentioned above so that our team would reach out to you with the information. ^PR",I3,Escalate,Refund is missing despite being marked processed.
2356803,"Customer message 1: @115830 appalling customer service.  My account locked for a week now and I keep getting told 24hrs and it will be fixed and it isn't!!

Customer message 2: @AmazonHelp I've heard absolutely nothing!

Customer message 3: @AmazonHelp Tried that and got absolutely nowhere

Customer message 4: @AmazonHelp My account still hasn't been sorted!

Customer message 5: @AmazonHelp Yes and got nowhere!

Customer message 6: @AmazonHelp It's getting ridiculous now

Customer message 7: @AmazonHelp No. Keep getting told they'll contact within 24hrs and 8 days later nothing!

Customer message 8: @AmazonHelp I still can't access my account....are you going to take this seriously?

Customer message 9: @AmazonHelp Yes checked folders and no reply. The fraudulent order was cancelled and I was told my account would be released. That was 8 days ago","AmazonHelp reply 1: @680835 Oh no! Have you received any emails from the Account Specialist?
Please keep us updated so that we can further assist. ^GP

AmazonHelp reply 2: @680835 We don't want you to be blocked from your account, Tim! Let's go over some further options in real-time, via phone or chat, here: https://t.co/JzP7hlA23B ^FD

AmazonHelp reply 3: @680835 Hi Tim, Really sorry to hear this. Have you contacted us as advised in the last post? ^KK

AmazonHelp reply 4: @680835 Hi Tim, were you contacted by one of our Account Specialists? ^PJ

AmazonHelp reply 5: @680835 Hi, Tim, we want to help you access your account! Have you checked your junk/spam folder for any e-mails from the account specialists? Also, we'd like to clarify what insight was provided when you spoke with us? Were you asked to submit any info to us? ^SM

AmazonHelp reply 6: @680835 I'm sorry you've not received a response, Tim!  Please provide us your contact information here https://t.co/XzqRGySMOL so a member of my team can assist in getting this sorted.  Thanks! ^WB",I7,Escalate,Account is locked and a fraudulent order is involved.
1301259,"Customer message 1: I never thought I’d miss FedEx, but @115821 s carrier service is so awful that I long for the days of FedEx.

Customer message 2: @AmazonHelp Package scheduled to be delivered yesterday. Was moved to by Saturday with no explanation. It was out for delivery today, but 1/2

Customer message 3: @AmazonHelp Wasn’t delivered because of “my instructions to the carrier.” I did not provide any instructions.

Customer message 4: @AmazonHelp How hard is it to deliver a package?

Customer message 5: @AmazonHelp It was your carrier.

Customer message 6: @AmazonHelp Done.","AmazonHelp reply 1: @424122 That's not the experience we want for you! Without posting account details, could you tell us more about the issue? ^DG

AmazonHelp reply 2: @424122 Uh oh! We'd love to help, Matt. Could you please let us know who the carrier was in this particular case? Let us know! ^JD

AmazonHelp reply 3: @424122 Thanks for the info, Matt! We'd like to escalate this quickly, please provide more info here: https://t.co/eFvqAedCEc ^JD",I1,Auto-handle,Delivery tracking issue with a false instruction status.
2513435,"Customer message 1: @115821 My order is cancelled by Amazon and at the time of order there was no delivery charges,Now I want the same product For zero charges https://t.co/ikWxy0oA3R","AmazonHelp reply 1: @716256 we consider it to be personal information. Our page is visible to the public. 3/3 ^AH

AmazonHelp reply 2: @716256 here: https://t.co/beaaDm0muc and I’ll contact you soon. Please don't provide your order details, 2/3 ^AH

AmazonHelp reply 3: @716256 I understand your concern, I'd like to check with this. Kindly drop in your details 1/3 ^AH",I5,Auto-handle,Order was cancelled and the customer wants to place it again.
2812797,"Customer message 1: Nice delivery.  #Amazon  Really, top of my driveway #horribledelivery https://t.co/PcT2pTOGQW

Customer message 2: @AmazonHelp The tracking number was TBA569724726000","AmazonHelp reply 1: @784300 I'm sorry your package was delivered in this manner! We're here to help. Please let me know who the carrier is, found here: https://t.co/4afOyGXO9e  ^SE

AmazonHelp reply 2: @784300 For your account security, please do not post account information like the tracking number on Twitter. Someone from my team would like to escalate this experience with you. Please provide all the details you can about the issue here: https://t.co/nKaWoy5i8W ^AJ",I8,Auto-handle,General delivery-placement complaint.
470068,"Customer message 1: @115830 haven’t even dispatched my Xenoblade Collectors yet and it’s due to arrive today...
Somehow I think im not getting it

Customer message 2: @AmazonHelp Hi. Yes it said 1st Dec by 8pm. I don’t mind as long as it comes as the price has doubled on Amazon itself

Customer message 3: @AmazonHelp Just been told that it’s not in stock and not to expect it in stock again. Absolute joke. Could have told me that prior to release date. Wasted a holiday to play snd now have to spend more as it’s st least £20 more elsewhere

Customer message 4: @AmazonHelp This is from your customer services https://t.co/7d55xNr3y5

Customer message 5: @AmazonHelp Looks like delayed till late next week. Dissatisfied but guess it’s a lesson to be learnt to just order from Shopto instead.","AmazonHelp reply 1: @226917 Hey Mark, some orders can be dispatched and delivered on the same day. Was the estimated delivery date given to you in your confirmation email 1st Dec?^MA

AmazonHelp reply 2: @226917 Hey Mark. Please keep us posted, we want to ensure your order arrives as expected. ^TP

AmazonHelp reply 3: @226917 Hello Mark, you shouldn't have received an update like that if you already ordered it. Please contact us here: https://t.co/JzP7hlA23B. We can investigate this further. ^HS",I1,Auto-handle,Delivery/stock delay on a pre-order.
961654,"Customer message 1: Massively disappointed by @115821 and their inability to follow through on promises to customers. Will have to cancel my prime-7yrs #amazon

Customer message 2: @AmazonHelp When I ordered my sons birthday gift I was promised a delivery date of 10/22, but now I am informed by an email that it won’t be until 10/23

Customer message 3: @AmazonHelp Not a valid reason. At this pot he customer help team as been so horrid, I am appalled

Customer message 4: @AmazonHelp They said it has but at this point I need to purchase something else as the order was a gift","AmazonHelp reply 1: @348200 We definitely don't want to let you down! Without providing any account details, will you tell us what happened? ^KB

AmazonHelp reply 2: @348200 Sorry to hear this. Were you provided a reason for the delay of the parcel? ^CR

AmazonHelp reply 3: @348200 Sorry to hear that, has the order been dispatched: https://t.co/Y5jpI9gRhE? ^JJ

AmazonHelp reply 4: @348200 I'm really sorry about this. We'd like to look into options together, if you'll please phone us: https://t.co/hApLpMlfHN ^LB",I1,Escalate,Late birthday delivery with unresolved support.
197728,"Customer message 1: @AmazonHelp trying to log in on the app &amp; on the normal website and keep getting this and a random email address keeps coming up on the app? https://t.co/IaCLLx9bJf

Customer message 2: @AmazonHelp No I haven’t x",AmazonHelp reply 1: @162504 Have you received an e-mail about any changes made to your account? ^TR,I7,Auto-handle,Routine login/access issue.
2211772,"Customer message 1: @115850 my first buy with you . Lee Cooper shoes. Worst quality and looks duplicate. It tore in just 3- 4 use https://t.co/1gdaNpsifQ

Customer message 2: @AmazonHelp Disappointed again. When I tried calling your support team, it tells we are unable to find your order. Note that I have selected order before call. Tell me what is next?

Customer message 3: @AmazonHelp Done. Waiting for your support.","AmazonHelp reply 1: @646461 We're sorry for the damaged product. Kindly report this to our support team here: https://t.co/rS49hgaADF we'll ensure to resolve it as soon as possible. ^KC

AmazonHelp reply 2: @646461 That's unusual; my apologies for all the hassle. Allow us to sort this for you by sharing your details here: https://t.co/GIJyeYqKE0. As soon as we received them, we'll check and reach out to you with an update. ^VN

AmazonHelp reply 3: @646461 If you've shared your details, please be assured that we will get in touch with you soon. Appreciate your understanding. ^BV",I4,Escalate,Defective product and support cannot locate the order.
2419931,"Customer message 1: Aproveite os melhores descontos nesta Black Friday. Kindle Unlimited por R$ 1,99, e muito mais!
 https://t.co/uy6xtqtJ0V

Customer message 2: @117804 @117804 obrigada por fazer minha semana mais feliz!!!

Customer message 3: @AmazonHelp Siiiim... Comprei vários ebooks... tô muito feliz... Hahahaha hahahaha","AmazonHelp reply 1: @695182 Olá, Mariana! Me diga, você já aproveitou as promoções do nosso site?. Ficamos curiosos. 🤔😍

AmazonHelp reply 2: @695182 Rs rs rs. Quanta felicidade Mariana! O amor pela leitura é muito lindo! 😍📚☕️👏 ^JJ",I8,Auto-handle,Routine product promotion and purchase comment.
1890609,"Customer message 1: Dear @115850 Someone has done a trnscn of Rs. 86,100 from my friend's 
(Manoj Singh) SBI card (#__credit_card__) on ""Amazon Pay India Priva Banglore"" on 25/11/17 @9150:07, i did not share any OTP to any one. OTP Time: 3:49 pm, kindly luk the matter seriously,Contact@9311092599",AmazonHelp reply 1: @563811 That's strange! Please report this to our support team here: https://t.co/HQhpS2qeEd and we will have a closer look on this. Please don’t provide your account &amp; card details as we consider them to be personal information. Our Twitter page is visible to public. ^BS,I7,Escalate,"Unauthorized card transaction, needs human review."
2596364,"Customer message 1: @115821 if i pay for one day shipping on a product and it doesnt get here when its supposed to, can i get a refund for paying the extra money for the one day shipping? #justasking

Customer message 2: @AmazonHelp Yes...it was supposed to be here today and im going out of town the rest of the weekend 🙃😧

Customer message 3: @AmazonHelp  https://t.co/FXilPsFcMu","AmazonHelp reply 1: @265687 Have we missed our estimated delivery date for you order found here: https://t.co/kPmyockpnF? ^SG

AmazonHelp reply 2: @265687 I'm sorry your order has been delayed, Marishika. Please reach out to us by phone or chat here for order and shipping refund options: https://t.co/hApLpMlfHN  ^SE",I1,Auto-handle,Routine delivery delay and shipping-fee refund question.
2864729,Customer message 1: MEU SENHOR DAS MOSCAS CHEGOU @117086 achei super eficiente dessa vez hein querida tá de parabéns,AmazonHelp reply 1: @795696 Nossa que legal! 😱 Ficamos felizes demais!😀Tomara que você curta muito do seu novo livro!📖❤️ ^HC,I8,Auto-handle,General Amazon comment.
2918736,"Customer message 1: @115850 @115851 How does Amazon decide on a price variation? Bought a product week later price dropped. Happens everytime!! #lootingcustomers

Customer message 2: @AmazonHelp @115851 @115850 Please enlighten me, what changed in the market place that the price dropped in less than a week? Fluctuations doesn't happen after every purchase. Difference of 450 Rs ain't that small drop in price.

Customer message 3: @AmazonHelp @115851 How about I return all my recent orders? Delete my 3 accounts. Switch to something more consistent and reliable. How does that sound @115850 ? Let's see with this atitude how long @115821 can hold up in India. Don't forget what happened with flipkart!","AmazonHelp reply 1: @807855 I get your concern regarding the price variation, Azhar. Amazon doesn't offer a price match guarantee. The constantly changing marketplace and our efforts to offer you the lowest price, may result in fluctuations in our prices over time. ^SM

AmazonHelp reply 2: @807855 As mentioned earlier, our listings are subjected to frequent price changes in the market place. For further information please refer to the link here: https://t.co/spc1KCTqOR. ^MJ

AmazonHelp reply 3: @807855 We won't be able to comment on that. However, the information provided earlier is accurate. ^NR",I6,Auto-handle,Routine price variation question.
1391546,"Customer message 1: Order #405-6870644-6019532.. order is over 15 days delayed. Big purchase #WashingMachine. Can you help @115850 @AmazonHelp? 
#Discount!! https://t.co/BaYgoOfLkw

Customer message 2: @240244 @115850 @AmazonHelp How many times i have to fill the samething???😳😳 already filled it before still no response

Customer message 3: @240244 @115850 @AmazonHelp Your customer care team has blocked my calls &amp; i cannot call them 😤😤😤 this is how you help customer 😡😡 poor service

Customer message 4: @AmazonHelp Just said 24-48 hours and nothing. And 48 hours time is already completed.

Customer message 5: @AmazonHelp  https://t.co/Swq25svpqA

Customer message 6: @AmazonHelp I dont want response @AmazonHelp  i want resolution &amp; i dont have to say it again and again.","AmazonHelp reply 1: @240244 We would like to help. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. 1/2 ^PR

AmazonHelp reply 2: @240244 Please don't provide your order details, we consider it to be personal info. Our page is visible to the public. 2/2 ^PR

AmazonHelp reply 3: @295979 Please fill in your details in the link mentioned above by my colleague 'PR' and we'll get back to you with an update. ^AU

AmazonHelp reply 4: @295979 Kindly reply to the same for further assistance.(2/2)^GD

AmazonHelp reply 5: @295979 If you have submitted your details, you must have received a correspondence from our team. (1/2) ^GD

AmazonHelp reply 6: @295979 I'm sorry for that. Please reply to the email that you have received from the social media team. ^BV

AmazonHelp reply 7: @295979 You can check for our response here : https://t.co/DTSNmGldJf. Feel free to write back for any clarification. ^CB

AmazonHelp reply 8: @295979 We really want to help you. Kindly check our previous correspondence and reply back so that we can take it further. ^HS",I1,Escalate,Delivery is heavily delayed and support has not resolved it.
576001,"Customer message 1: I have gone twice to their service center...They are telling. That it might have occurred due to over charge, @3977 @115850 @132130 , it is not expected of you, big brands playing with our life. https://t.co/JG2BipLlbu","AmazonHelp reply 1: @255531 that can be produced at any authorized service center across India. In case any service center refuses to honor the warranty, please get back to us with a service denial letter and we'll look into this for you. (2/2) ^VM

AmazonHelp reply 2: @255531 We understand you're facing an issue with the phone you had purchased. All electronic goods purchased on Amazon are covered by the standard manufacturer warranty. The items are shipped along with an invoice and the manufacturer's warranty card (if available) (1/2) ^VM",I4,Escalate,Defective phone with a possible safety issue.
