conversation_id,customer_issue_text,final_resolution_text
2300016,Dear @115821 if you're not going to bother in getting codes for secure build bags for weekend delivery then stop offering it. What a hassle,@667562 Sorry to hear about the poor experience! What carrier was assigned the delivery of this order? You can quickly locate that information under order details using this link:  https://t.co/Y5jpI9gRhE ^CH
2297413,@AmazonHelp This took me to the U.K. Site but I'm in the US.,@666948 So sorry about that! You can provide your https://t.co/nUUp5MLhYl information here: https://t.co/7eg5m8mEZD ^DD
2278693,"@AmazonHelp Thanks, I rang last night an was told I would get a call back within 24 hours . Just rang again and I have been told to wait another 24 hours. Are you able to see if my issue has actually been raised with the account specialist team as the person on the phone wasn't very helpful?",@662546 We aren't able to see account information over Twitter. Please keep us updated on a response! ^MH
2300284,"@667632 @90305 @667633 Would have loved to have been there. Was gonna have you autograph my book, but still waiting for @115821 to deliver.",@667631 I'm sorry for the wait on your book. What delivery date or delivery window is listed on your order confirmation e-mail? ^AN
2299746,@AmazonHelp I'm supposed to get a package today but it is sitting at the post office (where it will sit for 36 hours before it's delivered) but this is the 2nd time in  a week I've had an issue.,"@667490 We always aim to meet the estimated delivery date provided. Deliveries occur until 8PM, so please keep us posted. If it doesn't arrive by then, we can always explore other options. ^FD"
2300026,"@AmazonHelp I ordered a can of rockstar freeze and yet it seems to be running late with delivery here my order number 
202-7922826-6204332",@184345 We're unable to view your order on Twitter and don't suggest sharing order details here! What does the latest tracking indicate: https://t.co/aaDyEz1VgE? ^AB
2300521,"My ""deliver yesterday by 8pm"" @115821 package still hasn't even shipped.",@513974 I'm very sorry that your order has yet to arrive. Have you been provided a reason for this delay or an updated delivery date? This typically comes via e-mail. ^AB
2300811,@115833 @4694 Cc @122090,@193828 It doesn't appear that Saavn is an available skill outside of India's Alexa Skill Marketplace. We don't have access to any information regarding future implementations. Feel free to provide feedback/request a new feature through your Alexa device! ^MJ
2301390,"@AmazonHelp no!!!!!! Nothing delivered today??? The wonderfulness of Prime next day!! Nothings delivered the next day
?
ordered Friday  on prime, delivered may be Monday

If we can be arsed,,,, which we probably cant","@426862 Has your order missed the estimated delivery date listed here: https://t.co/BQmcNXViiI? If it has, please contact us so we can go over your options: https://t.co/oGDklGgbCZ. ^AF"
2300005,@AmazonHelp No,"@667560 In this case we'd like to investigate this with you, Nikkie! Please give us a call or chat through the following link, and we'll be happy to see what additional information we can find about this cancellation.  https://t.co/JzP7hlA23B ^JD"
2290144,@AmazonHelp Your link is not working,@665280 Could you let us know about the issue you're facing when you access the link? ^NR
2301365,"@115851 @115851 ,@115821, @AmazonHelp can you look into that matter",@667907 I'm sorry about the situation with your order. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG
2300531,"@AmazonHelp Carrier is Amazon delivery, same as last time. Last time parcel was delivered the day after, but if you use the word guaranteed, then back it up, otherwise it is false advertising","@500648 This isn't the experience we expect to provide, truly sorry for any inconvenience! Please, allow us to investigate and address this with you in real time, via phone or chat, here: https://t.co/JzP7hlA23B ^JE"
2301637,"@115850 :- I have ordered ""BlueStone Halmark Gold Coin 1 gm"" on 17th October &amp; till now I am waiting to receive the order. Being a prime customer, no one should expect such pathetic response. That to the customer care response is seller can do anything &amp; we can't.",@667971 I'm sorry about the situation with your order. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG
2301361,@AmazonHelp No I was not.,"@667906 I'm sorry for the delay with your order! We don't have account access via Twitter, but we'd like to take a look with you in real-time: https://t.co/hApLpMlfHN

You can reach us via chat or phone. Let us know if there's anything further we can try to help with. ^KN"
2301910,@115830 I've been waiting in for two days for a delivery from yourselves. It was given to your delivery driver on Thursday. How are you going to compensate me for wasting my weekend,@668040 I'm so sorry you've had to wait! What was the original delivery date according to the e-mail you received after the order was placed? ^DD
2301872,"@119356 scammed by Amazon India,forfeited my money and phone for order no. 405-0900122-6177106.
Not resolving my issue for past 1.5 months.","@668034 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^KS 2/2"
2301626,"@AmazonHelp It was delivered via AMZL US. I'm wanting to make a complaint because of where the package was left. The delivery person left my package, along with a stack of others, vulnerable to being stolen. I have pictures of where these packages were left as well.","@667968 We understand your frustration completely, Taylor! If you would like to lodge a complaint about the service provided by our carrier, you can do that through the following link by either phone or chat, whichever you prefer:  https://t.co/hApLpMlfHN ^JD"
2301076,@AmazonHelp No I was just told by Amazon Prime Support it would take two days. It’s been a week already trying to get this done.,"@667841 Since we do not have access to customer accounts over Twitter, we won't be able to look at the account status directly. Could you tell us a bit more about the situation? We want to help out! ^MJ"
2302211,Bring FRIENDS  to Amazon prime video please.....#Friends #friendstoamazonprime @119625,"@311970 We will continue to add new content, Abhishek. I will also share your preferences internally to the concerned team. ^MD"
2302232,@AmazonHelp Delivery date was due to today and I paid extra for pre 13:00 delivery. Customer help has sent me 6 different people so far. Now a call centre has just called and then left me listening to room noise and hung up,@668109 We would like to look into this further. Please provide your order details and a brief summary of your experience here: https://t.co/m2jVVf4AZS. A member of our team would like to look into this for you. ^ST
2281081,@AmazonHelp I wasn’t able to to find where to chat,"@126478 Sorry about that, Kate! Once you select the device you need assistance with, you'll then select the issue at hand under ""Select your issue and get connected to an expert"". From there you will be given the option to call or chat! Please let us know if this helps! ^VB"
2285488,@AmazonHelp This is what keeps happening. Since September https://t.co/rRLMP13Dhz,"@664138 Hi there! Have you submitted the information requested in the link provided by VB?
^CH"
2303026,@115830 3 of my orders in last week ‘lost’ but you wont let me get refund. Bad service and communication. What am I paying prime for??? 👎🏻,"@668276 I'm sorry to hear about your missing orders! We'd love to help. When you contacted us before, what information or insight was provided to you? Also, what is the tracking status for your orders here: https://t.co/0WMNDj9NhL? ^JS"
2278697,@AmazonHelp Haven't got any yet. :) Thanks thieves.,@368030 We'd like to check this. Write to us here: https://t.co/beaaDm0muc and we'll get in touch with you soon. Kindly click on skip sign-in option if you're not able to log in while accessing the link. ^MO
2291349,@AmazonHelp Hope issue will be resolved now,"@665501 As you've shared the details, we'll check and help you with the issue. Appreciate your patience. ^MO"
2260521,@AmazonHelp Still not resolved how long does it take for a refund to go on to a gift card on my account because I'm being told so much rubbish it's unreal,@484820 Refunds to an Amazon Gift Card balance typically take 1 business day before they appear on the account. More information about refund time frames are available here: https://t.co/y1t6gK7ZKy What options were discussed when you spoke to us last? We're here! ^SK
2304259,"Two consecutive sundays the @118706 delivered my #amazon pckgs somewhere else! The stupid shoe makers that run the @118706 should all fired, idiot management @AmazonHelp @123967 #USPS","@668586 I'm sorry your order was delivered somewhere else. Have you been able to retrieve your package? If not, please phone or chat with us so we can discuss options with you here: https://t.co/hApLpMlfHN ^AN"
2303924,@AmazonHelp It was .co.uk,@668498 What does the tracking say who the carrier is? You can see that information under your orders here: https://t.co/aaDyEz1VgE ^MH
2304236,@115821 @118706 Unacceptable.  They do this every single time. https://t.co/6xlvDAZScn,@668579 I'm sorry your order was left out like this. Please phone or chat with us so we can review options and take carrier feedback regarding these instances: https://t.co/hApLpMlfHN AN
2304228,20:05 on a sunday and still waiting on @AmazonHelp delivering... where the hell R you #amazon #AmazonPrime,"@122347 I'm sorry for the wait on your order. We do deliver until 21:00 daily, 22:00 if Amazon logistics is your courier. Please reach back out if you haven't received your order by then. We're here for you. ^AN"
2304443,Dissapointed with terrible service from @115830. Not like them. Let down big time.,"@668630 We certainly don't want to let you down, Adrian. I apologize for the poor experience. Will you tell us what's going on? Please don't share account/order details. ^AB"
2304424,When an @115821 prime item takes 7 says to deliver. Wtf do i have prime for again?,"@668628 I'm sorry for the trouble, Ashley! Prime Two-Day shipping refers to the transit time, in business days, once the item has shipped: https://t.co/x6DaIpAB5H. Please let us know if we miss the delivery date given at checkout! ^VB"
2303911,"@AmazonHelp A couple odd things happened. I've had a package ""out for delivery"" for 4 days (since Thurs) another package wasn't delivered yesterday. And somehow one of my orders got doubled or something yesterday.","@668494 I'm sorry hear about the issues you're experiencing! We would like to help, but we can't view your account details on Twitter. Please reach us via phone or chat here: https://t.co/EKXRLsnxJu ^JS"
2303914,@AmazonHelp We paid same day delivery yesterday and the driver said he couldn’t access our door (untrue) we order @115821 weekly. Now they lost the item,@668495 I'm terribly sorry for this experience! We'd like to have a specialist take a look into this for you. Please provide details here: https://t.co/UgU70SwIAA ^TR
2304793,"@AmazonHelp I saw an Amazon recurrent payment coming from Amazon and I wanted to know what it is about, as I cancelled both my Prime and Unlimited Kindle. No one was able to help and last person (out of 5-6) I talked to with said he will call me tomorrow","@668710 Oh, I can certainly understand your frustration! Please let us know the outcome of the follow-up call tomorrow! We want to make sure this gets figured out! ^LB"
2305319,"Finally got my @668861 @125815 Pop! figure... but hey, uh, @AmazonHelp, how does your shipper allow a collectable to leave the facility out like this? I appreciate the Sunday delivery, but this isn't a good look... https://t.co/WgZCru4hoC",@668860 So sorry for the trouble! We're here to help! Have you had the chance to view available options here?: https://t.co/FoTiunIwpb ^VB
2296058,"@115823 Impressive. I've been trying to sign up for almost four months now, and still can't get your support to approve my account.",@666648 I'm sorry for any difficulties. Without disclosing your personal information. Will you tell us more about the issue you're experiencing with creating an Amazon Pay account? What suggestions were offered when you spoke to support? ^SK
2296051,@115821 umm I’m pretty sure these batteries could have gone in a smaller 📦. #amazon https://t.co/2aeU9uNbLA,"@666645 We're consistently looking for opportunities to improve, Luke! Please, when able, provide us direct packaging feedback here: https://t.co/NmArAhsPVj ^JE"
2299516,@AmazonHelp Please just try to find my delivery,@322926 We aren't able to view account or order info via Twitter but we'd still like to help. Please reach out via the link provided by ^CS! Let us know how it goes! ^CN
2296044,@AmazonHelp Yes but I asked for replacement! This is the 2nd del that your carriers are incapable of following instructions!! Last del was left on front door step and it went missing.,"@666643 Have you provided feedback on the carrier and about your delivery problems? If not, and you want to, please contact us here: https://t.co/JzP7hlA23B ^CN"
2840416,@AmazonHelp @115850  Worst company and CSR. Ordered instant coupon never received coupon nor the refund after 15 days #403-1080361-1029900,@630069 I'm sorry for the delay. We are working on your issue. I request you to please wait. We'll get back to you with an update. ^NR
2304775,"@AmazonHelp Yeah I did notice that, do you have any idea when the physical copy of the game will be able to preorder?","@668708 I'm sorry, I currently have no details available on this. Stay tuned! ^WT"
2311984,"@AmazonHelp I have the same product in my orders twice, although I only ordered it twice. Could you check this for me?","@670493 We'd love to help, but we are unable to access your account over Twitter. To clarify, which Amazon website did you use (https://t.co/hSs9w9f1pF, amazon.ca, etc)? ^DG"
2312787,@AmazonHelp My Amazon account was locked a few days ago and I never got the email that tells me how to unlock it. Please help.,@670697 I'm sorry your account was locked. Did you receive an email from us requesting information? ^JF
2310819,"@AmazonHelp Will I get an email when it’s shipped? It’s 5:38pm local time, I don’t see them getting here by 8pm.","@670188 Hi there! Yes, you will receive a confirmation email update for the tracking number  when the package is shipped. ^ LH"
2313384,About to leave @115821 &amp; prime since they want to send my refund to a gift card and not the original payment form.  #CustomerService #sucks #Tweetoftheday #follo4follo,"@670840 I'm so sorry for the poor customer service experience! This is not we strive for our customer's. When you talked us, did we say why we can't put the refund back to the original payment method? ^LH"
2313735,"@115830 Some wise guy reverted Doddle's Westfield White City address to the old (closed) location. The right one is here https://t.co/WgM6da1Daa Thanks to that, ur delivery man gave up looking and both my packages failed to deliver!!",@670936 I'm sorry that you have not received your packages. We can't access account information via twitter but would like to help. Please contact us directly via phone or chat so we can look into this and provide options: https://t.co/JzP7hlA23B ^JF
2314259,"@115821 My brand new unit is beeping excessively. Plenty of water in pot, error condition?","@671071 I'm sorry to hear about this! For assistance with the functionality of your device, the manufacturer would be in the best position to help. If they're unable to resolve the issue, you can set up a return here: https://t.co/WJ0vHkwvRJ ^JS"
2314522,"TFW I'm getting a @117795 order and the shopper asks if it's okay to replace an item and I say it is, but they don't replace it, just take the original item off. No chicken salad for me at all and I am not happy.",@671144 I'm sorry to hear your order was missing an item! Were you charged for the item? ^JS
2313724,@AmazonHelp No a refund was not offered and I was told it wasn't an option and a manager was unable to talk to me.,"@652209 Hi there! We'd like to look into this deeper, please provide with more information about the order here: https://t.co/jMjAlOwV1V. We'll get back to you as soon as possible. ^LH"
2306136,@AmazonHelp ?? https://t.co/rMK4gZ70HN,@373019 I'm sorry for the video issues! Just to confirm; what device are you using? Have you attempted to power-cycle the device and your router? ^WT
2305857,@AmazonHelp It doesn’t!,@668973 We would like to assist you with this in real time by phone or chat. Use the following link for either option:  https://t.co/hApLpMlfHN ^CH
2305792,Oh and guess what! MY ACCOUNT IS OVERDRAWN BECAUSE AMAZON DECIDED TO CHARGE ME THE $99 dollars ! #yesimpoor and no I don’t have $100 to spare amazon !!!! @115821  you are taking over the world but you suck,"@668973 Oh no! I'm sorry to hear this has happened. Have you contacted us regarding this issue yet? If not, you can do so here: https://t.co/hApLpMlfHN via chat or phone. ^AY"
2305755,"@AmazonHelp hi, I ordered a product on your website &amp; everything works fine but I’m not happy with it, is there anyway I can send it back and get my money back?",@424241 Hi! I'm sorry you're not happy with your order. You can process your return here: https://t.co/RTNzIhvtPv  ^SE
2306108,@117795 @90557,"@454833 Oh my! That is the sharpest cheese pastry I've ever seen! Could you give us the URL for that item, Remi? We'd love to take a look and get that fixed as soon as possible. We appreciate your help! 😍^JD"
2306090,"@AmazonHelp Still needing that ""support"" please.","@669034 I'm very sorry for the delayed response! Without sharing account or personal details, how can we assist you today? ^HC"
2306488,"Looks like @115821 is now including a photo when they deliver your package. Very helpful as the photo from delivery today is not my house, and now I have a lead where it may be",@669121 Oh no! I'm so sorry this happened. Have you contacted us about this yet? If not please provide your details here: https://t.co/9DdgvPhB2V and someone from my team will contact you. ^AY
2306832,@AmazonHelp .com,@669211 Thank you for confirming. You can manage and cancel your Amazon Prime membership anytime here: https://t.co/LaJfYOq4il Hope this helps! ^SK
2307129,Dear @115821 another craptastic experience with your non-English speaking “contracted” drivers. This time he was parked on my lawn looking for a package. Again personal in a vehicle.  Trying to uBer your deliver is going to ruin customer satisfaction. https://t.co/rwnatpKLpI,@471377 I'm so sorry for the trouble. I would like to have this escalated to our Amazon Logistics Team. Please provide us with more details about the delivery here: https://t.co/BQK9Dfi2e5. ^LH
2275980,@AmazonHelp You guys dont understand the issue. I'm unable to find the invoice and the link attached to my order. That is why I contacted you. And you guys keep sending me the same solution again and again which is to follow the steps given by you. Requesting you to mail me the invoice,@661966 Did you try accessing the link from a computer or your mobile? ^NR
2307840,@115821 kinda super sad that @115817 broke my #reputation cd case that I ran to the door to get on Friday... don't do @118062 like that.,"@669453 I'm so sorry your CD case was damaged! Please, call us to leave feedback and we can go over your available options: https://t.co/hApLpMlfHN ^EB"
2307826,"Once again, @115821 failed to deliver item as promised. I needed items TOMORROW, was due to arrive today, not the 14th -16th.",@365458 I'm sorry for the wait! What's the most up to date tracking information say for your order here: https://t.co/Y5jpI9gRhE? ^DW
2290525,@AmazonHelp In two hours it will,@665347 I'm so sorry your order hasn't shipped by the expected date! We'd like to further assist you here: https://t.co/hApLpMlfHN ^QJ
2308098,"My Amazon order says ""Arriving by 8pm"" but also says ""Not yet shipped""

Fer sure","@669517 I'm so sorry for the delay. We'd like to check available option for you, if you have a moment. Please reach us by phone and chat or e-mail here: https://t.co/hApLpMlfHN. ^LH"
2308274,"@AmazonHelp Yes, that part is clear but it doesn't show that u received the other 2 items at all.","@591933 When items are received at the return center, the 'return' status is only changed in regards to the label that was scanned. If you put the other items inside the return box, they should be processed. Once refunded, let us know if it is the correct amount! ^JD"
2308957,@117795 what happens if my delivery is delivered after the set time frame? I’m wondering because the delivery guy seems to be moving very slowly,"@669717 Hi Kevin! We strive to get your package delivered to you on the date specified. If we miss the mark and the delivery date we provided has passed, please reach out to us by phone or chat from here:   https://t.co/hApLpMlfHN ^CH"
2308916,@AmazonHelp Kindly reply,"@669709 I get your concern. As informed earlier, pricing is a decision of the seller and our prices may differ on based on different reasons mentioned here:https://t.co/RXvgrC0lfH However, I'll share your comments internally. Appreciate your understanding.  ^EM"
2309343,I️ hope the Asshole that stole my amazon delivery of my Fitbit charger really got great use of I️t,@669803 Oh no! I'm sorry yo hear your package was stolen. Have you spoken to us about this yet? If not please do so here: https://t.co/hApLpMlfHN. Please keep us updated. ^AY
2297145,@115850 #Flipkart is easily processing complains over twitter or even Facebook. Why can't #amazon do the same ?,"@666887 As mentioned earlier, we're unable to access your account details over Twitter. In order to better assist you, please connect with our support team using the link provided earlier. We'll help. ^PS"
2309520,@AmazonHelp once again customer service lied and I don't have my package.  I'm done with prime....,@669856 I'm sorry your package hasn't yet arrived! Did we miss the delivery date stated in your order confirmation? You can find that information here: https://t.co/Dj5L1l2Gow ^SE
2309504,@AmazonHelp boyfriend placed one day shipping order on Friday - app says it will be here by 8 tonight (30 min from now) and it's not here..what gives?,@669853 Please have him reach out to us here if his order doesn't arrive in time: https://t.co/bUYBkYFJ4l ^CL
2310061,My Amazon package is still out for delivery and it's almost 11pm um that's definitely wrong,@355314 I'm very sorry your order hasn't arrived yet. Please reach out to us directly so we can have a closer look into this with you: https://t.co/GnC467VpjZ ^BE
2310055,@AmazonHelp Will I be able to change the payment method of the order I placed recently?,"@214881 I'm afraid, you would not be able to change the payment method once the order is placed. ^AH"
2310287,@AmazonHelp if I cancel my amazon prime does my membership get cancelled straight away or does it continue and cancel before the next date that I’m supposed to be charged? @14249 @173744,@365655 Prime benefits are stopped immediately after your membership has been canceled. Please review the conditions listed here for canceling and refunding prime: https://t.co/iM8bSNIZ8W ^QJ
2310276,@115830 can somebody help me? I've been being charged for kindle for months and I've never used it 😭 I don't know how to sort this,"@167358 When you say ""charged for Kindle"" could you please clarify what you mean? Did you mean Kindle Unlimited? ^CN"
2309301,@AmazonHelp How long should I wait?  I have shipments that need to be redirected or recalled before the delivery attempt tomorrow.,"@516213 Since this is time sensitive, please reach out to us once more for an update: https://t.co/uGXSSzmAoM ^CL"
2310264,"@AmazonHelp As shown in the screenshot that I put in the tweet, Thursday is not two-day shipping, it is more 4 days (or at minimum 3 days). I'm confused about the two-day shipping.","@366349 Two-Day Shipping refers to transit time, in business days, once your order has been shipped. Product availability, additional preparation time (this will be noted on the product detail page) can affect your delivery date. ^BE"
2310470,"Fraud!! Fraud!! @115850 send me dumbles instead of camera and now not helping me with this.
@115821 @119351 @277458 @120319 @144775","@670093 That's odd! We'd like to look into this, kindly share your details here: https://t.co/beaaDm0muc &amp; we'll have this checked. ^EM"
2847810,"@115850 , could you explain why the same book is prized 900 times in India than on the @115821 US site? Quite a scam. https://t.co/XtszTtO6cy","@792010 Pricing is a decision of the seller and our prices do differ or fluctuate based on multiple factors. However, I'll share your comments to the relevant team internally. Appreciate your understanding. ^EM"
2310304,"@AmazonHelp I already reached out, but mistakes like these happen on every other orders. At least something is delivered this time. Most time, items are missing.","@277679 Kathy, I'm really sorry to hear that your orders have not been right. Has this been with the same restaurant? 

- Shyann H"
2310980,"@118919  Ordered an Honor 8 from Amazon Prime and received a burned damaged crappy 1200 Nokia phone, a Rin Soap and a Life Boy soap. This is an experience that we never expected from a renowned company.  #badservice #amazon  9/11/17 #iwantmymoneyback https://t.co/XFukkBFBFz",@670232 I apologize that you have received a different product from what was ordered. Could you please confirm if you have reported this to our support team here: https://t.co/rS49hgaADF? ^VH
2311476,Amazon is not  giving satisfactory answer to that one of my order for purchase of mob one plus 5. Nither  the amount of rs30627/- is  being  refunded  nor mob is delivered.  Will the owner of the  Co see to it and  issue  instructions to the  concerned  to decide  the  issue,"@503038 If you have filled in the details, you will receive an email communication from our team here: https://t.co/1EQT0kd2n9
Request you to check and reply to it for further insight. ^RW"
2316644,"@AmazonHelp  Hi there, I would like to know your customer care email address. I need to send a scanned copy of courier receipt which I used to return my item
ORDER # 113-9946175-7467403","@671691 I get your concern regarding the return. You reach out to our support team here:https://t.co/vlvfJr4nN9 via email. Also, please  don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^EM"
2316642,@AmazonHelp Are you aware that a package shipped on 11/11 and listed as arriving 11/14-11/15 is not two-day shipping?,"@152471 Prime shipping is two business days from when the order ships, not when the order is placed, and doesn't include order processing time. For more information, click here: https://t.co/AvHkPdpLr8 ^NN"
2316614,@115850 I have received package delivered notification but yet no package is received by me. Tracking # 216265638418,"@671684 Apologies for the incorrect tracking update. Have you reported this to our support team here: https://t.co/rS49hgaADF? Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^VH"
2316610,"@115821 are optimistic, still showing my order getting here by 8 given its 10 and hasn't shipped yet!",@189510 I'm sorry your order hasn't even shipped yet. Please reach out to us here so we can look into what's going on: https://t.co/PiqMQfHP4K ^CL
2316559,"@AmazonHelp I was not told this at the time of placing the order.
 no cost EMI offer is still being displayed on it website. Anyways I am returning the product. Totally dissatisfied.",@671668 We understand the experience you've had with the recent order as it did not get well at the time of checkout.. Let us help you out here. Kindly fill in your details here https://t.co/88YtY7J3E0 and we'll reach out to you for assistance. ^VM
2316926,Today @115821 canceled my prepaid Prime membership without asking or permission.  They refused to reinstate it- telling me I had to re-enroll. I'll be switching to Walmart and their free 2 day shipping with $0 membership.  @115851 @Walmart,@303661 Hi Marc- I'm really sorry to hear that. Have you been advised as to why your membership was canceled? ^MA
2316996,"order no 407-3423526-5701123. Asking for return of product, but no response! very poor from @115850 . @120781 please help!","@671782 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to the public. ^AK 2/2"
2316992,@AmazonHelp Your product delivery date 10 Nov but still not delivered,@671780 I'm sorry for the delay in delivery of your order. Please drop in your details here: https://t.co/GIJyeYqKE0 and I'll get in touch with you soon. ^AH
2317172,"@AmazonHelp order 405-0276009-8128368  not yet delivered; courier falsely updated status as ""Delivered""","@671826 We're sorry for the inaccurate tracking update, call us here: https://t.co/vlvfJr4nN9 &amp; we'll get this fixed. Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^MJ"
1240420,"@AmazonHelp @AmazonHelp what I find odd is how they had my request for over 48 hours, ship it than say they can't cancel the order because they shipped it 5 minutes prior","@410947 Apologies, did you receive an email to say that the order was lost in transit? ^JJ"
2317300,@115821 who writes you recommendation engine it is truly terrible offering me something I just bought again and the category is also wrong for it.,"@430538 Hey, sorry to hear that, can you send us a link? ^AS"
2317459,"@115850 Refund product Order No: 405-3601053-9040326
Still i have not received my amount back, Due to Amazon app issue i am not able track info.","@671895 Sorry to know that you haven't received the refund yet. We'll certainly help you, kindly share your details here: https://t.co/beaaDm0muc &amp; we'll contact you soon.
Also, please don't provide your order details, we consider it to be personal information. ^SY"
1239376,@115850 I had ordered a Blackberry mobile screengaurd and want to cancel my order.  But i am unable to cancel it.  Pl find the screenshot of order details and cancel it. https://t.co/7NCsuKpZs5,"@410707 We'll certainly help you with the cancellation, Gemmy. Kindly reach out to our support team here: https://t.co/2t6DQoUmNZ. Also, please don't provide your order details, as we consider it to be personal information. Our Twitter page is visible to the public. ^AP"
1239348,I bought something on Friday the 10th and my item was supposed to be here yesterday and it hasn’t even shipped yet. It even has free two day Prime. What is going on? I’m about to cancel my Prime membership. This is inconvenient and ridiculous. @115821 @AmazonHelp,"@410703 Hi Chris, can I ask if you have received an e-mail with a change in delivery date at all? ^KI"
2317940,@115850 will you please provide me contact number of delivery boy its out for delivery but didn't receive any massage,@415261 I request you to please wait until the end of the day &amp; I'm positive that your order shall be delivered. You may get in touch with us here: https://t.co/nGTekcKHPF for further assiatance. ^SF
2318278,@171133 @115850 Thanks and let us know how to register. It is througing an error trying to register,@672048 Could you share the screen shot of the error while trying to register? ^JS
2318028,"@AmazonHelp Yeah, between the 28th of November and the 8th of December now.",@564940 Sorry to hear about the delay in delivery of your pre order CD. If you have not received your order by the estimated delivery date please let us know. ^ES
2318690,@116618 your movie menus seem messed up on the Firestick? The main headers don't display the choices. @AmazonHelp,"@672127 Hi, have you had a chance to reset your Firestick and see if this resolves the issue? ^PJ"
2318849,"@115830 i paid for next day delivery on an item a week ago. ""delivery was attempted but failed"" (but i was home all day!) my account says itll be retried next working day (it wasnt!) another page says its out for delivery, a third page just says ""failed"". wheres my item ffs","@672168 Hi Jack, I'm sorry hear this. What does the tracking currently say? ^KK"
2318996,@115830 I realise it's a complex and much debated issue for Amazon but generally speaking I get too much #packaging.  Have you considered offering a preference for buyers to say they'd like minimal packaging with orders? A preference for some orders to arrive scuffed and dented,@141297 Thanks for the feedback. If you'd like to provide feedback on the packaging of any specific orders you can do so here:  https://t.co/fxgZ6hTrFA ^MI
2318994,Dear @AmazonHelp are you my ex? No? So why are you telling me you're late? https://t.co/TKGZ0UZpmY,@672196 Were you emailed with a reason for the delay? Keep us updated.  ^CN
1239300,@AmazonHelp Thanks. Also I cancelled an order and it still came in :( Guys...argh. Scheduling a pick up,@410696 That's bad! Please schedule a return pickup selecting the appropriate reason and we'll have this reviewed internally. ^YP
2319147,"@89486 @115821 @AmazonHelp So now I'll have to go through red tape just to cancel the order and get our money back.. Clearly the Amazon facility says the package was returned there last night at 9:27 pm. So we don't have it nor was any ""attempt"" made to deliver this to us on Sunday.","@385916 need any help at all with the refund, pls get in touch with us using the links previously provided. You can use the ""Call Me"" feature or live chat with us. We'll take feedback about your experience &amp; get the refund taken care of right away for you. ^KN 2/2"
2318431,@AmazonHelp You need to stop treating Indians like second class citizens because its not working for a lot of lightning deals I found one more &amp; there's no option to call. What Fucking Bullshit.,@454317 Apologies for the inconvenience. Could you please confirm if you have contacted our support team using the link provided earlier? ^RI
2298798,@AmazonHelp Still doesn’t work,"@667273 Sorry to hear about the issues downloading books whilst your deployed. It may be something to do with your current location, can you contact us here: https://t.co/hApLpMlfHN so we can take a look? ^MI"
2319308,"@AmazonHelp Is there any way to report suspected fake reviews on a product? 92  reviews in a 3-day period several months ago (none from a verified  purchase), all 5-star, and no other reviews at all except one 1-star

https://t.co/yF11EbycTX",@672260 Hi you can report any reviews you feel violate the community guidelines here: https://t.co/U9rSxiSqte by clicking the 'Report Abuse' option next to the review. ^MI
2319272,"@AmazonHelp 
 Got a phone today MI 4 camera quality is very poor please refund or replace with note 4 
#wasahappycustomertillyesterday",@672253 I understand your concern. I'm afraid that we will not be able to accept return of the mobiles phones unless there is an issue with the performance of the device. Click here: https://t.co/ZcbVGCSREK for more information about our returns policy. ^RI
2319614,Any particular reason @115830 why an order I was going to make for an Avermedia Live Gamer Portable instantly jumped in price from £99 to £150? It's dispatched and sold by you so why the sudden price hike? Losing a customer if you're using cookies to dictate us for your profits,@222171 I'm sorry to hear that the item you were interested in has increased in price. Our prices can change regularly. You can find out further information here: https://t.co/I8CazOAexA ^MI
2319289,@AmazonHelp Thanks that wasn’t the question tho. I wanted one of the official cases Amazon makes but they all appear to have been withdrawn. I wondered why that is and when they’ll be back?,"@177263 We don't have info on when they will be available again. If you keep an eye on the website, this will show the most up to date info. ^ES"
2319599,@144775 how @115850 @AmazonHelp have been cheating their customers https://t.co/wbX3qAtk76,@672256 We have responded you here: https://t.co/DvXTgKOGBt. Please check and keep us posted. ^BS
2319409,@AmazonHelp No they werent but I have contacted the seller regarding this issue..,"@223250 Hey James, I'm sorry about the damage. You can arrange a return for a refund using our Online Return Centre: http:https://t.co/5RcjVPJgUP. ^PJ"
2319810,"Hey @115850 , just wondering what's the difference between @1384 and @79334",@192004 Amazon Pantry is an online supermarket wherein customers can buy grocery and household items. You can fill a virtual box of items from the Amazon Pantry store and have the items delivered the next day to your doorstep. 2/2 ^PJ
2319805,@115850 atleast have the guts to publish honest 1 star review of your https://t.co/i2hldrcK9O I was delivered an old used product!!!Shame!,"@672346 Apologies for the issues with received product, that wasn't intended. May I know if you reported this to our support team here: https://t.co/vlvfJr4nN9? ^BS"
2319779,@AmazonHelp @115850 refund it and take this back..,@671983 We have responded to your concern here: https://t.co/TTat07vUlZ. Request you to check. ^MP
