conversation_id,customer_message,intent_label,decision_label,predicted_intent,predicted_decision,decision_reason,draft_reply,retrieved_conversation_ids
1301259,"Customer message 1: I never thought I’d miss FedEx, but @115821 s carrier service is so awful that I long for the days of FedEx.

Customer message 2: @AmazonHelp Package scheduled to be delivered yesterday. Was moved to by Saturday with no explanation. It was out for delivery today, but 1/2

Customer message 3: @AmazonHelp Wasn’t delivered because of “my instructions to the carrier.” I did not provide any instructions.

Customer message 4: @AmazonHelp How hard is it to deliver a package?

Customer message 5: @AmazonHelp It was your carrier.

Customer message 6: @AmazonHelp Done.",I1,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2513435,"Customer message 1: @115821 My order is cancelled by Amazon and at the time of order there was no delivery charges,Now I want the same product For zero charges https://t.co/ikWxy0oA3R",I5,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2812797,"Customer message 1: Nice delivery.  #Amazon  Really, top of my driveway #horribledelivery https://t.co/PcT2pTOGQW

Customer message 2: @AmazonHelp The tracking number was TBA569724726000",I8,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
470068,"Customer message 1: @115830 haven’t even dispatched my Xenoblade Collectors yet and it’s due to arrive today...
Somehow I think im not getting it

Customer message 2: @AmazonHelp Hi. Yes it said 1st Dec by 8pm. I don’t mind as long as it comes as the price has doubled on Amazon itself

Customer message 3: @AmazonHelp Just been told that it’s not in stock and not to expect it in stock again. Absolute joke. Could have told me that prior to release date. Wasted a holiday to play snd now have to spend more as it’s st least £20 more elsewhere

Customer message 4: @AmazonHelp This is from your customer services https://t.co/7d55xNr3y5

Customer message 5: @AmazonHelp Looks like delayed till late next week. Dissatisfied but guess it’s a lesson to be learnt to just order from Shopto instead.",I1,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
961654,"Customer message 1: Massively disappointed by @115821 and their inability to follow through on promises to customers. Will have to cancel my prime-7yrs #amazon

Customer message 2: @AmazonHelp When I ordered my sons birthday gift I was promised a delivery date of 10/22, but now I am informed by an email that it won’t be until 10/23

Customer message 3: @AmazonHelp Not a valid reason. At this pot he customer help team as been so horrid, I am appalled

Customer message 4: @AmazonHelp They said it has but at this point I need to purchase something else as the order was a gift",I1,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
197728,"Customer message 1: @AmazonHelp trying to log in on the app &amp; on the normal website and keep getting this and a random email address keeps coming up on the app? https://t.co/IaCLLx9bJf

Customer message 2: @AmazonHelp No I haven’t x",I7,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2211772,"Customer message 1: @115850 my first buy with you . Lee Cooper shoes. Worst quality and looks duplicate. It tore in just 3- 4 use https://t.co/1gdaNpsifQ

Customer message 2: @AmazonHelp Disappointed again. When I tried calling your support team, it tells we are unable to find your order. Note that I have selected order before call. Tell me what is next?

Customer message 3: @AmazonHelp Done. Waiting for your support.",I4,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2419931,"Customer message 1: Aproveite os melhores descontos nesta Black Friday. Kindle Unlimited por R$ 1,99, e muito mais!
 https://t.co/uy6xtqtJ0V

Customer message 2: @117804 @117804 obrigada por fazer minha semana mais feliz!!!

Customer message 3: @AmazonHelp Siiiim... Comprei vários ebooks... tô muito feliz... Hahahaha hahahaha",I8,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1890609,"Customer message 1: Dear @115850 Someone has done a trnscn of Rs. 86,100 from my friend's 
(Manoj Singh) SBI card (#__credit_card__) on ""Amazon Pay India Priva Banglore"" on 25/11/17 @9150:07, i did not share any OTP to any one. OTP Time: 3:49 pm, kindly luk the matter seriously,Contact@9311092599",I7,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2596364,"Customer message 1: @115821 if i pay for one day shipping on a product and it doesnt get here when its supposed to, can i get a refund for paying the extra money for the one day shipping? #justasking

Customer message 2: @AmazonHelp Yes...it was supposed to be here today and im going out of town the rest of the weekend 🙃😧

Customer message 3: @AmazonHelp  https://t.co/FXilPsFcMu",I1,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2864729,Customer message 1: MEU SENHOR DAS MOSCAS CHEGOU @117086 achei super eficiente dessa vez hein querida tá de parabéns,I8,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2918736,"Customer message 1: @115850 @115851 How does Amazon decide on a price variation? Bought a product week later price dropped. Happens everytime!! #lootingcustomers

Customer message 2: @AmazonHelp @115851 @115850 Please enlighten me, what changed in the market place that the price dropped in less than a week? Fluctuations doesn't happen after every purchase. Difference of 450 Rs ain't that small drop in price.

Customer message 3: @AmazonHelp @115851 How about I return all my recent orders? Delete my 3 accounts. Switch to something more consistent and reliable. How does that sound @115850 ? Let's see with this atitude how long @115821 can hold up in India. Don't forget what happened with flipkart!",I6,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1391546,"Customer message 1: Order #405-6870644-6019532.. order is over 15 days delayed. Big purchase #WashingMachine. Can you help @115850 @AmazonHelp? 
#Discount!! https://t.co/BaYgoOfLkw

Customer message 2: @240244 @115850 @AmazonHelp How many times i have to fill the samething???😳😳 already filled it before still no response

Customer message 3: @240244 @115850 @AmazonHelp Your customer care team has blocked my calls &amp; i cannot call them 😤😤😤 this is how you help customer 😡😡 poor service

Customer message 4: @AmazonHelp Just said 24-48 hours and nothing. And 48 hours time is already completed.

Customer message 5: @AmazonHelp  https://t.co/Swq25svpqA

Customer message 6: @AmazonHelp I dont want response @AmazonHelp  i want resolution &amp; i dont have to say it again and again.",I1,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
576001,"Customer message 1: I have gone twice to their service center...They are telling. That it might have occurred due to over charge, @3977 @115850 @132130 , it is not expected of you, big brands playing with our life. https://t.co/JG2BipLlbu",I4,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1194989,"Customer message 1: @AmazonHelp package is down as handed to resident.There were 4 of us in,nothing was delivered. Name of ""resident"" is unknown. Please advise.

Customer message 2: @AmazonHelp Link doesn't work for uk accounts.

Customer message 3: @AmazonHelp I've emailed via the app. Not easy to find info when things go wrong. Hopefully I'll get a refund or more info as to finding my order.",I2,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2369600,"Customer message 1: Is there any email available to actually contact you. Everything bounces back. Need to know when my Amazon Prime free trial expires. Please do not automatically renew. @AmazonHelp

Customer message 2: @AmazonHelp I'm not a member, I had a free 30 day trial. Do I use the same option?

Customer message 3: @AmazonHelp I see now that you've already issued a charge to my account. Please initiate full refund ASAP. @92702",I6,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2277411,"Customer message 1: @115850 regarding ORDER # 404-4264228-1344304. Please let me know why was this unilaterally canceled by Amazon a day before I was supposed to receive it and why was there a deduction before refunding my money???

Customer message 2: @AmazonHelp @115850 1. yesterday's email states due to delay in delivery which seems fictitious reason as the delivery date was supposed to be today (10th)  
2. Now that you decided that I dont deserve to be served, I expect 100% refund, why is there a deduction in refunded amount ????????

Customer message 3: @AmazonHelp i am more comfortable contacting you here. You are stealing my money. If you dont want to serve me thats fine there are many others who will  but i need the entire amount i paid back in my credit card not amazon wallet. Assist me here instead of delaying resolution

Customer message 4: @AmazonHelp @115850 dont tell me you dont have the technology to copy my order id from twitter and check on your platform. If you wish to help me kindly provide a resolution. If you dont care please dont bother replying here too.

Customer message 5: @AmazonHelp @115850 i am upset at the level of technology prowess and customer centricity shown",I5,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
570093,"Customer message 1: @AmazonHelp could you help me with an order I canceled that I haven’t received a refund for?

Customer message 2: @AmazonHelp I’m not sure ): it won’t even open any more, I tried ordering some water cases for friends in Puerto Rico and it never shipped so I canceled it. Not sure who was shipping it

Customer message 3: @AmazonHelp I’m guessing it’s nestle waters North America? https://t.co/LbbpcRnCMC",I3,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1102612,"Customer message 1: @118919 Anybody dealing with @115821.IN should be careful of some SURAT,Gujrat based sellers particularly one Jonejone_tiny!D Rougues

Customer message 2: @AmazonHelp Tks.Uraffiliate seller Jonejone_tiny has delivered wrng prdct agnst allgdly a canclld order!Sathish, Selvakumar,Tahseen, knw all",I4,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1600140,"Customer message 1: @115850 when will this Order be delivered ? Order date 25-Oct-2017
Order #407-3727329-4237126 @AmazonHelp @115821

Customer message 2: @AmazonHelp Details filled on given url... Pls check n do the needful asap

Customer message 3: @AmazonHelp Pls confirm the status. Will I receive this water heater within this winter ??

Customer message 4: @AmazonHelp M not interested in email replies. Do let me know the date when product will be delivered.else cancel the order n refund the money.

Customer message 5: @AmazonHelp Thanks I will can my order via app @115850 @115821

Customer message 6: @AmazonHelp I just want my product to be delivered aaap. Nothing else.

Customer message 7: @115850 @AmazonHelp @115821 @28320  Amazon hs crossed all dedlines &amp; till now item hasn't been dlivrd they don't even hv an idea whr it is?It's a prepaid ordr

Customer message 8: @AmazonHelp Emails m getting everyday. M interested either in product or refund. Pls let me know how many days u will take.@115821",I5,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2967707,"Customer message 1: @AmazonHelp how do i make a complaint? i have prime and i was supposed to get a package yesterday but it never came and on the app it says it’s delivered to my house? it’s not here.

Customer message 2: @AmazonHelp @818683 But I've already talked to multiple customer service reps today. How will this be different???

Customer message 3: @AmazonHelp No one did anything except apologize and offer me a $10 credit. 😕

Customer message 4: @AmazonHelp I needed this shipment by the guaranteed delivery date (yesterday). Asking me to wait until Friday does nothing to solve the problem!",I2,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
756349,"Customer message 1: @132981 Cheating by amazon. No one is solving. Need help. Did shopping of 5 lac &amp; account blocked with no reason. No answer.

Customer message 2: @AmazonHelp I have reverted and shared what they requires. Also i have cancelled a big order whose status was also on hold by amazon

Customer message 3: @AmazonHelp No one is updating to me on this order so cancelled and placed on other sites..

Customer message 4: @AmazonHelp I have stayed for 3 days to confirm me status of order but no one is answering. Finally cancelled

Customer message 5: @AmazonHelp Rbl card not activated since last 8 days. Account locked so care people not helping. Wht to do. Replied on account lock .. no answer

Customer message 6: @AmazonHelp Sir i hv received auto mail to revert in 6 hr. But 4 days lapse. So when ur 6 hr will complete ???

Customer message 7: @AmazonHelp U know start finding ur mgt id so tht can escalate

Customer message 8: @AmazonHelp When ur 6 hr complete.. 4 days lapse. Fade up wd amazon and finding senior mgt id. Will start writing over them on twitter or social network

Customer message 9: @AmazonHelp U people r nlt sharing escalation matrix then what will do a common man. Is thr any fraud inveatigation functn ?

Customer message 10: @AmazonHelp When ur earliest will come. 4 days lapsed. No one is answering. 85k is stucked. What to do..no one is solving

Customer message 11: @AmazonHelp Why sd not worry.  I know this 85k will not loose but the purpose will defeat as time is passing.

Customer message 12: @AmazonHelp M not asking for refund but asking for solution or replacement of cards so that problem is solved

Customer message 13: @AmazonHelp Even one no one is called me till now for my problem . When m calling to care then they r raising hand bcoz account is lock

Customer message 14: @AmazonHelp Yes yesterday

Customer message 15: @AmazonHelp Already done. And every time they r writing 6 hr to reapond or call back. But nothing like that. This is a fraud company

Customer message 16: @AmazonHelp Sir searching contacts of ur senior mgt and if require will send them daily mail or message reminder. Hard money which is stucked by u

Customer message 17: @AmazonHelp Sending mail to amit and mr. Pillai

Customer message 18: @AmazonHelp Fraud by amazon. Y amazon is NOT RESOLVING a small matter since 4 dy. All putting on account team &amp; assuring for 6 hr since 4day

Customer message 19: @AmazonHelp When",I7,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
408798,"Customer message 1: Less than impressed with @115821 and their package tracking at the moment... Package sat out all day in rain, was supposed to come tomorrow

Customer message 2: @AmazonHelp No, fortunately. The problem is there are two packages and only the tracking info for one shows up.  Someone needs to correct this!

Customer message 3: @AmazonHelp Yes, it was an Amazon seller.  I've been in touch with them already.  But this never should have happened. I'm amazed it wasn't stolen.",I1,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2405129,"Customer message 1: @AmazonHelp is there anyway that I can request not to use @115817 for delivery? An Amazon prime item has yet to be delivered, despite an arrival date of November 9. It was to be delivered yesterday, Monday, but still nothing.

Customer message 2: @AmazonHelp I have the number and am in contact with UPS. They had a re-delivery date of 11/13 and did not deliver. @115817 did not even know where the package was. Finally, they said it will be delivered 11/16.

Customer message 3: @AmazonHelp @115817 That’s one week after Amazon Prime. Very rude, nasty, aggressive agent from an access point called. I do not need t be told “you need to do this...”. I paid for an item. I used Amazon Prime. And the package is still out there, somewhere.

Customer message 4: @AmazonHelp @115817 Instead of @115817 telling me what I “need to do...”, they should deliver the package as per the reschedule order - yesterday, Monday, 11/13. But, no. They couldn’t find it this morning and I had to be patronized and chastised by a UPS agent.

Customer message 5: @AmazonHelp Yes, but it was ignored. The date was yesterday, Monday. I had to call @115817 and be subjected to a mini torture session. How about you not use them for deliveries. I am so stressed out.

Customer message 6: @AmazonHelp As soon as I compose myself, I will do so. Being told off by @115817 has me sitting here in tears. I used Amazon in good faith only to be told off by UPS that I need to do this and that. I’m three hours away from the delivery address.

Customer message 7: @AmazonHelp 6:05 p.m. on Tuesday, 11/14/17 and still no package delivered. @115817 really????????????? Rude agents. Aggressive agents. No delivery. Two big conglomerates and not one thing accomplished due UPS error. For shame.

Customer message 8: @AmazonHelp Holding with your customer service rep. Thank you.

Customer message 9: @AmazonHelp @542741 Hey Amazon my toe still hurts",I1,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2308908,"Customer message 1: @117634 Please tell me why my Kindle keeps deleting my books &amp; comic books? Ever since the app changed, I've had this issue. @115821

Customer message 2: @AmazonHelp Nothing. She sounded clueless. Kept asking me the same thing over and over.

Customer message 3: @AmazonHelp Talking to ""Mau"" via Chat. 
I think this exchange is going to useless also.

Customer message 4: @AmazonHelp Yep, ""Mau"" is just giving me ""canned answers"". *sighs* In the 13 yrs I've been a customer, this is only my SECOND Customer Service experience and honestly, it's Terrible.",I8,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2420211,Customer message 1: @AmazonHelp 2nd order within a week that I am having a problem with. Product not delivered but marked as delivered. Cheaters!!! Paid order!,I2,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2544936,"Customer message 1: @115830 
Apparently you tried to deliver a package to me at 4pm..If I wasn't in it was to be delivered to my neighbour.. Someone is telling pokies.",I1,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
795156,"Customer message 1: Did you know? We travelled round the earth 158 times. well, kind of! 
Fun facts from our second shopping marathon #AmazonGreatIndianFestival https://t.co/fYwYsATcnP

Customer message 2: Did you know? We delivered 23 packages per second to our customers across the country. #AmazonGreatIndianFestival https://t.co/IQ2uoIzBVV

Customer message 3: @118919 Worst Delivery by Amazon agents..

Customer message 4: @118919 Highly dissatisfied with your delivery Amazon. I have raised my concerns over the past few months with respect to this. The last three days have been particularly annoying. Congratulations, you have now lost my family as customers.

Customer message 5: @118919 Worst delivery by Amazon my order is Out for delivery from 9oct. #Feku

Customer message 6: @118919 Already reported https://t.co/eysT5zj3vR

Customer message 7: @AmazonHelp I hv to gift it to my mother on some sspl occasion however #AmazonIndia #Amazon  Ruined it. U are loosing customers

Customer message 8: Did you know? We delivered orders to 99.6% of pincodes in India during  #AmazonGreatIndianFestival. https://t.co/qz5UBVyzCH

Customer message 9: @118919 your delivery refund process is fraud

Customer message 10: @AmazonHelp yes please i have shared details

Customer message 11: @AmazonHelp Every person I spoke to over the past four days was ‘sorry’ for my order not being delivered to me.

Customer message 12: @AmazonHelp I am not sure if you guys mean it though, else you would have done something about it by now

Customer message 13: @AmazonHelp I did this yesterday. Clearly, no one has bothered to check.

Customer message 14: @118919 you guys may be delivering to 99.6 pincodes but accepting return request but not picking on time.

Customer message 15: @118919 Haha! Ordered a phone, they sent it through Ecom exp and they aren't contacting me nor responding to amazon. 
Nice #DiwaliKiTayarri Amazon.",I1,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
311013,"Customer message 1: #KaroMilkeTayyari for superb discounts on superb brands at #AmazonGreatIndianFestival. Ready with your wish-lists? Hurry, only 3 days to go. https://t.co/tpghwNgeeu

Customer message 2: @115850 AMAZON IS MAKING DAMN FOOL OF ALL OF US! DON'T FALL IN THE STUPID OFFERS OF AMAZON! THESE GUYS ARE TAKING MONEY AND GIVING WORST EXPERIENCE!

Customer message 3: @190276 @115850 You are right, I am also facing issue with Amazon.their customer service taking too much time to solve any issue.

Customer message 4: @AmazonHelp I'm already in touch with customer service from 24th September, but till date they didn't provide any solution.

Customer message 5: @115850 #AmazonHaiTaiyyarToLootPeople #KarloMilkeTayyari to loot people ...
 You can be the next victim of this fraudulent organization. https://t.co/LpoKFWqDXH

Customer message 6: @AmazonHelp I have filled the details, please resolve the issue ASAP

Customer message 7: @AmazonHelp Any update on my issue?

Customer message 8: @AmazonHelp Thanks, I have received a message today that my product will be delivered by 6th September

Customer message 9: @AmazonHelp Yes, it is 6th October.

Customer message 10: @AmazonHelp Thanks, I have received the product.

Customer message 11: @115850 Customer service is not good enough. Am contacting you from 23 september.  But never get a good response

Customer message 12: @AmazonHelp Every time your team said the courier refund will initiate within 2-4 hours or 2-4 business days.  But from 15 dys i didn't get it.

Customer message 13: @AmazonHelp how many times i have to fill this type of forms

Customer message 14: @AmazonHelp you are telling in call we will refund your money within 2 days but no call till now

Customer message 15: @AmazonHelp ORDER # 403-7748261-3709940 id.
now you will get my information. n tell the date when will i get my money. dont make loop n hole in the loop

Customer message 16: @AmazonHelp better take your product and return my money.

Customer message 17: @AmazonHelp answer me when will i get my money back tell the date

Customer message 18: @AmazonHelp i think you have no answer
but you will cheat people

Customer message 19: @AmazonHelp when
tell the exact time and date when will get my refund and take your old and defective product back",I3,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
913798,"Customer message 1: @115830 why do i pay for prime if you do not deliver next day like you say you will?!

Customer message 2: @AmazonHelp I ordered 16th birthday present for sister on prime. It didnt arrive in time and now shr has nothing

Customer message 3: @AmazonHelp It says between now and the 26th. It was supposed to arrive yesterday

Customer message 4: @AmazonHelp Yes i have and they offered to extend my prime. Which is no good. I already pay and i didnt get the service

Customer message 5: @AmazonHelp The rivised date is unacceptable considering i ordered it specifically for the prime feature. It was a present

Customer message 6: @AmazonHelp Well thats not helpful. So i will end up with no present and embarressment for not giving one. Because amazon messed up. Bad service!

Customer message 7: @AmazonHelp Very disappointed. Sucb a  ad service and you actually charge me for it!

Customer message 8: @AmazonHelp Bad service*",I1,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
351118,"Customer message 1: @134803 Non riesco ad accedere con il mio Amazon ... ""Si è verificato un problema! La tua password non è corretta. Ma è corretta! :(

Customer message 2: @AmazonHelp Tutto ok, Chrome compilava automaticamente con una password vecchia (sbagliata). 😁",I7,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2878652,"Customer message 1: @AmazonHelp I’m trying to buy something but I can’t use my gift card it won’t let me

Customer message 2: @AmazonHelp It’s the iPhone charger sync wire lighting cable

Customer message 3: @AmazonHelp I try to place my order and when I check the  little box to use my gift card it’s not letting me use it

Customer message 4: @AmazonHelp By the seller

Customer message 5: @AmazonHelp I don’t know how to send the link

Customer message 6: @AmazonHelp I am having trouble

Customer message 7: @AmazonHelp My tablet is acting up a can you help me what went wrong

Customer message 8: @AmazonHelp My tablet is acting up i am having a lot of trouble

Customer message 9: @AmazonHelp And my sound is not working

Customer message 10: @AmazonHelp I did earlier I want to know how it got acted up my volume can you help me what went wrong with the volume tablet issue

Customer message 11: @AmazonHelp My tablet volume not working i am having a lot of trouble

Customer message 12: @123826 @AmazonHelp Q. Is it policy for .@115821 csr to cancel your prime membership bc they get mad? Then reactivate it when you point out the co has a script of chat clearly showing u never asked for it to be cancelled?

Customer message 13: @AmazonHelp Vi ho scritto in privato

Customer message 14: @AmazonHelp Vi ho risposto in DM..

Customer message 15: @AmazonHelp dear sir/mam i order a redmi 3s battery in 19-11-2017 but any status not show on my amazon account. so kindly please so my redmi 3s battery status.

Customer message 16: @AmazonHelp Attendo un riscontro..

Customer message 17: @AmazonHelp Vi ho risposto

Customer message 18: @AmazonHelp Who am I speaking with

Customer message 19: @AmazonHelp Just your name my gmail is fixed

Customer message 20: @AmazonHelp Amazon",I8,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1741815,"Customer message 1: @115850 @AmazonHelp Facing fake price on Amazon App. Deal price Rs649 of SanDisk when proceeded to checkout its its Rs743. Kindly check https://t.co/xYjf51qFSQ

Customer message 2: @115850 @AmazonHelp Rs 100 delivery charges on Prime product. Can you tell me why facing all these issue. Whenever I am proceeding to checkout price increased

Customer message 3: @AmazonHelp Issues never get sorted there. They have excuse for everything

Customer message 4: @AmazonHelp I have told you the issue I am facing, not only I many are facing the same issue.

Customer message 5: @AmazonHelp Shared details on both the links provided. Kindly resolve this fake price issues facing since 3 months back. https://t.co/Y8JsltDdAg",I6,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
527674,"Customer message 1: Pathetic and heartbreaking customer service #AmazonIN https://t.co/NuUy9faBle

Customer message 2: @AmazonHelp Sent my details as required.. expecting a quick intervention.",I8,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2301621,"Customer message 1: Just had an email to say Amazon Prime Now driver was unable to deliver our order at 17:38. Not surprised since at that time he was about 3 miles away. WT actual F? https://t.co/2RN9Bofb2a

Customer message 2: @AmazonHelp Yes, thank you. £5 credit and advised the driver isn’t picking up his phone. So I think we can see where the problem lies 🙂",I1,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1916230,"Customer message 1: @AmazonHelp Is there a way to put a delivery note on an account? We constantly have our packages left at the wrong door or in very bad spots

Customer message 2: @AmazonHelp Yesterday's was AMZL US. This was left next door. The houses are very clearly marked above the doors. https://t.co/lFD3gndaZ1

Customer message 3: @AmazonHelp Was home all day long yesterday, had to go searching at 8pm for it.

We've had a couple stolen/lost before im sure because of this.

Customer message 4: @AmazonHelp Done. Thanks",I8,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2744180,"Customer message 1: @115830 your customer service is an actual waste of time!!

Customer message 2: @AmazonHelp Parcels keep being delivered to neighbours when I have a designated safe place. And when I ring up about it no one knows what to say!!

Customer message 3: @AmazonHelp Can’t see this information",I2,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1273449,"Customer message 1: @amazonhelp Your email support for amazon Flex is horrible. I need help to get the money I worked for!!!! PLEASE HELP ME !

Customer message 2: @AmazonHelp Again with the generic responses. I submitted via the app but i am only getting prewritten respones back. I need a human to help me !!!

Customer message 3: @AmazonHelp Can you have a manger Call me ? This is ridiculous. You guys owe me money that I worked for. Do I have to file a lawsuit?",I8,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
805540,"Customer message 1: @AmazonHelp it looks like I have an errant charge on my Amazon account. Can you direct me toward the right person to contact?

Customer message 2: @AmazonHelp I'm not sure. I was hoping you could provide some clarification because it's just a random charge on my account",I6,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1310069,"Customer message 1: @AmazonHelp please help. I can't get into the live chat or any contact us area as your site has locked my account. Who do I contact in UK?

Customer message 2: @AmazonHelp Thank you but they can't do anything other than send a request for your security team to ring me.

Customer message 3: @AmazonHelp Do they work over the weekend? Or will my account now be locked until Monday (considering no-one has contacted me)?

Customer message 4: @AmazonHelp Ok, no problem. I will make sure I phone my credit card company to make sure nothing is charged by Amazon in the meantime then.",I7,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2662745,"Customer message 1: @115830 I maybe said you could leave parcels in the garden but I thought you’d leave them in MY garden. I have absolutely no idea where this is. 🤔 https://t.co/wBm9xhRTMP

Customer message 2: @AmazonHelp I did yesterday and explained another parcel was out for delivery too and I was assured it wouldn’t happen again and it has. Terrible service! Parcels are worth over £80 and no idea where they’ve been left.

Customer message 3: @AmazonHelp We live on a remote farm. We don’t have neighbours. It’s appalling that someone would just leave them outside in the wrong property. One is an Echo and there has been heavy rain overnight.

Customer message 4: @AmazonHelp I received a refund for the 1st 3 parcels and I said my Echo is currently out for delivery and I need assurance that this will not happen again and it has. I have a number of other items out too. Why did the driver not call if unable to find us?

Customer message 5: @AmazonHelp It says delivered ‘left in garden’ there isn’t even a photo this time.

Customer message 6: @AmazonHelp It just says delivered by Amazon Shipping?",I2,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
137760,"Customer message 1: So that’s 3 late @115830 Prime deliveries in the last few weeks, what do I pay my Prime membership for again? Poor service Amazon, poor service! #badservice #latedeliveries #sortitout

Customer message 2: @AmazonHelp Waited in all day for it, poor service, cancelled the order now. Aiming isn’t good enough, do what you say Prime does or stop with the false claims about next day delivery! An email at 4:30pm on the day it’s meant to be delivered not good enough, was the same last 2 times too!",I1,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
285157,"Customer message 1: @115850 your help would really appreciated 
__email__
Yet to get confirmation for the pick up of my motog5plus

Customer message 2: @AmazonHelp Call me on 9810486357 @AmazonHelp

Customer message 3: @115850 @AmazonHelp I have updated the form with issue

Customer message 4: @AmazonHelp Thank you , waiting for your response

Customer message 5: @AmazonHelp What is your SLA to resolve any issue ?

Customer message 6: @AmazonHelp Hope will get a reply or call soon, just to remind you it’s regarding for refund confirmation for mottog5plus

Customer message 7: @AmazonHelp Does it take more than 12 hours to give an update ?? Worst experience ever

Customer message 8: @AmazonHelp When technical person from amazon promised me to refund for motog5plus then why its showing replacement in my order ? Please check.

Customer message 9: @AmazonHelp Instead, can you call me on 9810486357.

Customer message 10: @AmazonHelp It’s been more than 1 week. Still no issue resolve. I believe it’s Better to get in touch with call rather to explain the thing on mail.

Customer message 11: @AmazonHelp Getting really frustrating now, feeling sorry for shopping with you guys",I3,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2830780,"Customer message 1: Hi
I've been trying to get the refund for my order#402-2214996-3996361 since Feb.I don't get any resp. to my emails and I've tried calling cc too but they don't help either.
I've sent tons of mails but no help &amp; posted several times on ur FB page.Im tired of this shit. @115850",I3,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
970611,"Customer message 1: @115850  showing severe lack of professionalism in orders refund claim filed by me. Please find more on this with attached screenshot here https://t.co/URgiN3X6Js

Customer message 2: @AmazonHelp Please call me on 9007784117

Customer message 3: @AmazonHelp I have already provided my details in the above mentioned link but np follow up call was received dor the same hence I'm resharing my no.

Customer message 4: @AmazonHelp Yes I have appealed the decision as per the the link. Still awaiting for my refund. Please comply asap.

Customer message 5: @AmazonHelp Still no call received . Please respond ASAP @AmazonHelp

Customer message 6: @AmazonHelp Much delay on this @115850

Customer message 7: @AmazonHelp Already replied

Customer message 8: @AmazonHelp Guys I am still waiting for the  team to connect with me ...

Customer message 9: @AmazonHelp Highly unprofessional attitude from @115850 ..inspite of repeated reminders no follow up came... Disgusting to say the least

Customer message 10: @AmazonHelp Guys I am still waiting for an update  can u please confirm when will the update be provided @115850

Customer message 11: @AmazonHelp The correspondence asks to wait ...My point is you people should provide a certain timeline which is still not provided for the refund

Customer message 12: @AmazonHelp I have already replied on the mail guys...Please reach out to me. I am again sharing my number 9007784117

Customer message 13: @AmazonHelp I have responded to the same 2 days back
Do you guys want to look into the issue or not
It is the last time I am requesting in this tweet

Customer message 14: @AmazonHelp I have already replied to the mail..And also got a confirmation of assistance",I3,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
