conversation_id,customer_message,gold_intent,gold_decision,pred_intent,pred_decision,decision_reason,intent_justification,draft_reply,retrieved_ids,retrieval_scores,hard_trigger_flags,status,error,intent_error,decision_error,top_retrieval_score,candidate_reason
2369600,"Customer message 1: Is there any email available to actually contact you. Everything bounces back. Need to know when my Amazon Prime free trial expires. Please do not automatically renew. @AmazonHelp

Customer message 2: @AmazonHelp I'm not a member, I had a free 30 day trial. Do I use the same option?

Customer message 3: @AmazonHelp I see now that you've already issued a charge to my account. Please initiate full refund ASAP. @92702",I6,Auto-handle,I5,Escalate,"The customer requests a refund and cancellation of a trial, which requires account-specific actions that cannot be performed by the automated channel. Escalation is needed to handle the financial dispute and ensure proper resolution.",The customer is asking about canceling or not automatically renewing a free trial subscription.,"Hi there, I’m sorry you’re having trouble reaching us. We can’t access your account from here, but you can share the details of your Prime trial and the charge you’re seeing by visiting https://t.co/hApLpMlfHN. Once we have that information, we’ll be able to help you cancel the trial, confirm the expiration date, and process a refund if needed. Thank you for your patience.",224260|1527908|1424220,0.771231|0.741435|0.737932,,success,,True,True,0.771231,intent_error
2277411,"Customer message 1: @115850 regarding ORDER # 404-4264228-1344304. Please let me know why was this unilaterally canceled by Amazon a day before I was supposed to receive it and why was there a deduction before refunding my money???

Customer message 2: @AmazonHelp @115850 1. yesterday's email states due to delay in delivery which seems fictitious reason as the delivery date was supposed to be today (10th)  
2. Now that you decided that I dont deserve to be served, I expect 100% refund, why is there a deduction in refunded amount ????????

Customer message 3: @AmazonHelp i am more comfortable contacting you here. You are stealing my money. If you dont want to serve me thats fine there are many others who will  but i need the entire amount i paid back in my credit card not amazon wallet. Assist me here instead of delaying resolution

Customer message 4: @AmazonHelp @115850 dont tell me you dont have the technology to copy my order id from twitter and check on your platform. If you wish to help me kindly provide a resolution. If you dont care please dont bother replying here too.

Customer message 5: @AmazonHelp @115850 i am upset at the level of technology prowess and customer centricity shown",I5,Escalate,I3,Escalate,Customer is requesting a full refund and claims a deduction; this is a significant financial dispute that requires escalation to the refund team.,Customer is requesting a full refund and questioning deductions from the refunded amount.,"Hi there, I’m sorry for the frustration you’re experiencing. I’ve forwarded your concerns to our dedicated refund team and they’ll review the cancellation and refund details. They’ll reach out to you shortly with a resolution and confirm the full refund amount. Thank you for your patience.",1823904|278698|2930153,0.740889|0.738172|0.737473,,success,,True,False,0.740889,intent_error
570093,"Customer message 1: @AmazonHelp could you help me with an order I canceled that I haven’t received a refund for?

Customer message 2: @AmazonHelp I’m not sure ): it won’t even open any more, I tried ordering some water cases for friends in Puerto Rico and it never shipped so I canceled it. Not sure who was shipping it

Customer message 3: @AmazonHelp I’m guessing it’s nestle waters North America? https://t.co/LbbpcRnCMC",I3,Auto-handle,I3,Escalate,"The customer is requesting a refund for a canceled order but has not provided sufficient details (e.g., order ID). This requires order‑specific action that cannot be performed automatically and may involve sensitive financial information, so escalation is needed.",The customer is asking for a refund for an order they canceled.,Hi there! I’m sorry you’re having trouble with your canceled order and refund. Please contact our support team directly at https://t.co/vlvfJr4nN9 and they’ll look into the status for you. Thank you for your patience!,2672281|399858|662712,0.671879|0.661597|0.651740,,success,,False,True,0.671879,decision_error
1600140,"Customer message 1: @115850 when will this Order be delivered ? Order date 25-Oct-2017
Order #407-3727329-4237126 @AmazonHelp @115821

Customer message 2: @AmazonHelp Details filled on given url... Pls check n do the needful asap

Customer message 3: @AmazonHelp Pls confirm the status. Will I receive this water heater within this winter ??

Customer message 4: @AmazonHelp M not interested in email replies. Do let me know the date when product will be delivered.else cancel the order n refund the money.

Customer message 5: @AmazonHelp Thanks I will can my order via app @115850 @115821

Customer message 6: @AmazonHelp I just want my product to be delivered aaap. Nothing else.

Customer message 7: @115850 @AmazonHelp @115821 @28320  Amazon hs crossed all dedlines &amp; till now item hasn't been dlivrd they don't even hv an idea whr it is?It's a prepaid ordr

Customer message 8: @AmazonHelp Emails m getting everyday. M interested either in product or refund. Pls let me know how many days u will take.@115821",I5,Auto-handle,I1,Auto-handle,"The customer is requesting delivery status and potential cancellation/refund, which can be handled by the standard order status process without escalation.","All messages inquire about delivery status, delays, or request delivery dates.","Hello, I’m sorry for the delay. Please share your order number and the email address linked to the account so I can look into the status and provide you with the latest update. Thank you for your patience.",784744|1208360|1387738,0.727957|0.714369|0.705814,,success,,True,False,0.727957,intent_error
2967707,"Customer message 1: @AmazonHelp how do i make a complaint? i have prime and i was supposed to get a package yesterday but it never came and on the app it says it’s delivered to my house? it’s not here.

Customer message 2: @AmazonHelp @818683 But I've already talked to multiple customer service reps today. How will this be different???

Customer message 3: @AmazonHelp No one did anything except apologize and offer me a $10 credit. 😕

Customer message 4: @AmazonHelp I needed this shipment by the guaranteed delivery date (yesterday). Asking me to wait until Friday does nothing to solve the problem!",I2,Escalate,I1,Escalate,"The customer is requesting a priority investigation and replacement for a missing Prime package, which requires order-specific actions that the standard support channel cannot perform directly.",The customer is complaining about a delayed delivery that was supposed to arrive by a guaranteed date and is asking for a resolution.,"Hi there, I’m sorry you’re still waiting for your Prime package. I understand how frustrating this is, especially when you needed it by the guaranteed date. Let’s get this resolved quickly:

1. I’ll open a priority case for you so we can investigate the delivery status.
2. We’ll arrange a replacement shipment at no extra cost if the original cannot be located.
3. I’ll keep you updated every step of the way.

Please reply with your order number or let me know if you’d like me to pull it up for you. Thank you for your patience and for choosing Amazon Prime. We’ll get this sorted out for you right away.",1762358|1359085|593351,0.815164|0.814105|0.792998,,success,,True,False,0.815164,intent_error
756349,"Customer message 1: @132981 Cheating by amazon. No one is solving. Need help. Did shopping of 5 lac &amp; account blocked with no reason. No answer.

Customer message 2: @AmazonHelp I have reverted and shared what they requires. Also i have cancelled a big order whose status was also on hold by amazon

Customer message 3: @AmazonHelp No one is updating to me on this order so cancelled and placed on other sites..

Customer message 4: @AmazonHelp I have stayed for 3 days to confirm me status of order but no one is answering. Finally cancelled

Customer message 5: @AmazonHelp Rbl card not activated since last 8 days. Account locked so care people not helping. Wht to do. Replied on account lock .. no answer

Customer message 6: @AmazonHelp Sir i hv received auto mail to revert in 6 hr. But 4 days lapse. So when ur 6 hr will complete ???

Customer message 7: @AmazonHelp U know start finding ur mgt id so tht can escalate

Customer message 8: @AmazonHelp When ur 6 hr complete.. 4 days lapse. Fade up wd amazon and finding senior mgt id. Will start writing over them on twitter or social network

Customer message 9: @AmazonHelp U people r nlt sharing escalation matrix then what will do a common man. Is thr any fraud inveatigation functn ?

Customer message 10: @AmazonHelp When ur earliest will come. 4 days lapsed. No one is answering. 85k is stucked. What to do..no one is solving

Customer message 11: @AmazonHelp Why sd not worry.  I know this 85k will not loose but the purpose will defeat as time is passing.

Customer message 12: @AmazonHelp M not asking for refund but asking for solution or replacement of cards so that problem is solved

Customer message 13: @AmazonHelp Even one no one is called me till now for my problem . When m calling to care then they r raising hand bcoz account is lock

Customer message 14: @AmazonHelp Yes yesterday

Customer message 15: @AmazonHelp Already done. And every time they r writing 6 hr to reapond or call back. But nothing like that. This is a fraud company

Customer message 16: @AmazonHelp Sir searching contacts of ur senior mgt and if require will send them daily mail or message reminder. Hard money which is stucked by u

Customer message 17: @AmazonHelp Sending mail to amit and mr. Pillai

Customer message 18: @AmazonHelp Fraud by amazon. Y amazon is NOT RESOLVING a small matter since 4 dy. All putting on account team &amp; assuring for 6 hr since 4day

Customer message 19: @AmazonHelp When",I7,Escalate,I7,Escalate,Escalation required because the message triggered a hard rule: fraud_or_unauthorized_activity.,"Customer complains about account lock, fraud allegations, and lack of support, indicating account/security issues.","Hello, we’re sorry for the frustration you’re experiencing. Please reply to the email you received about the account hold or use the link below to submit a support ticket so we can review your case and provide a solution. If you need a replacement card or a refund, let us know in the ticket and we’ll prioritize it. Thank you for your patience.",1622639|1933027|2896025,0.700968|0.700566|0.696643,fraud_or_unauthorized_activity,success,,False,False,0.700968,hard_trigger_case
2308908,"Customer message 1: @117634 Please tell me why my Kindle keeps deleting my books &amp; comic books? Ever since the app changed, I've had this issue. @115821

Customer message 2: @AmazonHelp Nothing. She sounded clueless. Kept asking me the same thing over and over.

Customer message 3: @AmazonHelp Talking to ""Mau"" via Chat. 
I think this exchange is going to useless also.

Customer message 4: @AmazonHelp Yep, ""Mau"" is just giving me ""canned answers"". *sighs* In the 13 yrs I've been a customer, this is only my SECOND Customer Service experience and honestly, it's Terrible.",I8,Escalate,I8,Auto-handle,"The issue is a technical problem with Kindle book deletion that can be resolved with standard troubleshooting steps; no fraud, account compromise, or legal concerns are present.","The customer is expressing dissatisfaction with the customer service experience, which is a general complaint not related to delivery, returns, or product issues.","Hi there, I’m sorry you’re having trouble with your Kindle deleting books. Let’s get this sorted out quickly. First, could you confirm whether the books are being removed from the device only or also from your Amazon library? If they’re still in your library, we can try a quick sync or a device reset. If they’re gone from both, we’ll need to restore them from your purchase history. Please let me know which scenario applies, and I’ll guide you through the next steps. Thank you for your patience!",2945526|218071|784746,0.739402|0.679708|0.672719,,success,,False,True,0.739402,decision_error
795156,"Customer message 1: Did you know? We travelled round the earth 158 times. well, kind of! 
Fun facts from our second shopping marathon #AmazonGreatIndianFestival https://t.co/fYwYsATcnP

Customer message 2: Did you know? We delivered 23 packages per second to our customers across the country. #AmazonGreatIndianFestival https://t.co/IQ2uoIzBVV

Customer message 3: @118919 Worst Delivery by Amazon agents..

Customer message 4: @118919 Highly dissatisfied with your delivery Amazon. I have raised my concerns over the past few months with respect to this. The last three days have been particularly annoying. Congratulations, you have now lost my family as customers.

Customer message 5: @118919 Worst delivery by Amazon my order is Out for delivery from 9oct. #Feku

Customer message 6: @118919 Already reported https://t.co/eysT5zj3vR

Customer message 7: @AmazonHelp I hv to gift it to my mother on some sspl occasion however #AmazonIndia #Amazon  Ruined it. U are loosing customers

Customer message 8: Did you know? We delivered orders to 99.6% of pincodes in India during  #AmazonGreatIndianFestival. https://t.co/qz5UBVyzCH

Customer message 9: @118919 your delivery refund process is fraud

Customer message 10: @AmazonHelp yes please i have shared details

Customer message 11: @AmazonHelp Every person I spoke to over the past four days was ‘sorry’ for my order not being delivered to me.

Customer message 12: @AmazonHelp I am not sure if you guys mean it though, else you would have done something about it by now

Customer message 13: @AmazonHelp I did this yesterday. Clearly, no one has bothered to check.

Customer message 14: @118919 you guys may be delivering to 99.6 pincodes but accepting return request but not picking on time.

Customer message 15: @118919 Haha! Ordered a phone, they sent it through Ecom exp and they aren't contacting me nor responding to amazon. 
Nice #DiwaliKiTayarri Amazon.",I1,Escalate,I1,Escalate,Escalation required because the message triggered a hard rule: fraud_or_unauthorized_activity.,"The customer repeatedly complains about delivery delays, missing deliveries, and poor delivery service, which aligns with the Delivery Status & Delay intent.","Hi there, we’re sorry to hear about the delivery issues you’ve experienced. Please share your order ID and any relevant details so we can investigate and resolve this promptly. You can reply here or contact our support team at https://www.amazon.in/help. Thank you for bringing this to our attention.",1334312|1109517|2017585,0.701292|0.701279|0.698052,fraud_or_unauthorized_activity,success,,False,False,0.701292,hard_trigger_case
311013,"Customer message 1: #KaroMilkeTayyari for superb discounts on superb brands at #AmazonGreatIndianFestival. Ready with your wish-lists? Hurry, only 3 days to go. https://t.co/tpghwNgeeu

Customer message 2: @115850 AMAZON IS MAKING DAMN FOOL OF ALL OF US! DON'T FALL IN THE STUPID OFFERS OF AMAZON! THESE GUYS ARE TAKING MONEY AND GIVING WORST EXPERIENCE!

Customer message 3: @190276 @115850 You are right, I am also facing issue with Amazon.their customer service taking too much time to solve any issue.

Customer message 4: @AmazonHelp I'm already in touch with customer service from 24th September, but till date they didn't provide any solution.

Customer message 5: @115850 #AmazonHaiTaiyyarToLootPeople #KarloMilkeTayyari to loot people ...
 You can be the next victim of this fraudulent organization. https://t.co/LpoKFWqDXH

Customer message 6: @AmazonHelp I have filled the details, please resolve the issue ASAP

Customer message 7: @AmazonHelp Any update on my issue?

Customer message 8: @AmazonHelp Thanks, I have received a message today that my product will be delivered by 6th September

Customer message 9: @AmazonHelp Yes, it is 6th October.

Customer message 10: @AmazonHelp Thanks, I have received the product.

Customer message 11: @115850 Customer service is not good enough. Am contacting you from 23 september.  But never get a good response

Customer message 12: @AmazonHelp Every time your team said the courier refund will initiate within 2-4 hours or 2-4 business days.  But from 15 dys i didn't get it.

Customer message 13: @AmazonHelp how many times i have to fill this type of forms

Customer message 14: @AmazonHelp you are telling in call we will refund your money within 2 days but no call till now

Customer message 15: @AmazonHelp ORDER # 403-7748261-3709940 id.
now you will get my information. n tell the date when will i get my money. dont make loop n hole in the loop

Customer message 16: @AmazonHelp better take your product and return my money.

Customer message 17: @AmazonHelp answer me when will i get my money back tell the date

Customer message 18: @AmazonHelp i think you have no answer
but you will cheat people

Customer message 19: @AmazonHelp when
tell the exact time and date when will get my refund and take your old and defective product back",I3,Escalate,I3,Escalate,Escalation required because the message triggered a hard rule: fraud_or_unauthorized_activity.,The customer is complaining about not receiving a promised refund within the stated time frame.,"I’m sorry you’re still waiting for your refund. Please share your order number and the reason for the return via the secure link below, and we’ll expedite the review. Once we receive the details, we’ll confirm the refund date and arrange for the product pickup. Thank you for your patience.",1078326|880931|2767624,0.723461|0.723338|0.721903,fraud_or_unauthorized_activity,success,,False,False,0.723461,hard_trigger_case
913798,"Customer message 1: @115830 why do i pay for prime if you do not deliver next day like you say you will?!

Customer message 2: @AmazonHelp I ordered 16th birthday present for sister on prime. It didnt arrive in time and now shr has nothing

Customer message 3: @AmazonHelp It says between now and the 26th. It was supposed to arrive yesterday

Customer message 4: @AmazonHelp Yes i have and they offered to extend my prime. Which is no good. I already pay and i didnt get the service

Customer message 5: @AmazonHelp The rivised date is unacceptable considering i ordered it specifically for the prime feature. It was a present

Customer message 6: @AmazonHelp Well thats not helpful. So i will end up with no present and embarressment for not giving one. Because amazon messed up. Bad service!

Customer message 7: @AmazonHelp Very disappointed. Sucb a  ad service and you actually charge me for it!

Customer message 8: @AmazonHelp Bad service*",I1,Auto-handle,I1,Escalate,"The customer is dissatisfied with Prime delivery service and requests resolution that requires order-specific action; the support channel cannot directly access order details or offer refunds/compensation, so escalation is needed.",Customer complains about Prime delivery not being next day and delayed shipment.,"I’m really sorry to hear that your Prime delivery didn’t arrive on time and that this has caused you stress. I understand how disappointing this is, especially when you were counting on it as a gift. While I can’t access your order details here, I recommend contacting Amazon Customer Service directly or using the “Help” link in your account to get a specific update on your shipment and discuss any possible resolution. Thank you for your patience and for being a Prime member. We’re committed to improving your experience.",1093315|1065671|2603012,0.779947|0.777261|0.776174,,success,,False,True,0.779947,decision_error
351118,"Customer message 1: @134803 Non riesco ad accedere con il mio Amazon ... ""Si è verificato un problema! La tua password non è corretta. Ma è corretta! :(

Customer message 2: @AmazonHelp Tutto ok, Chrome compilava automaticamente con una password vecchia (sbagliata). 😁",I7,Auto-handle,I7,Auto-handle,The issue is a simple password entry problem that can be resolved with standard troubleshooting steps; no escalation needed.,"Both messages concern login issues and password problems, which fall under account access and security.","Ciao! Il problema è probabilmente dovuto al fatto che Chrome sta inserendo automaticamente una vecchia password. Ti consigliamo di:
1. Aprire le impostazioni di Chrome → Password → rimuovere la voce relativa al tuo account Amazon.
2. Accedere nuovamente a Amazon e inserire la password corretta.
3. Se il problema persiste, prova a cancellare la cache del browser o a usare la modalità incognito.
In caso di ulteriori difficoltà, siamo qui per aiutarti!",1046100|2771666|93525,0.578841|0.570642|0.551309,,success,,False,False,0.578841,low_retrieval_score
2878652,"Customer message 1: @AmazonHelp I’m trying to buy something but I can’t use my gift card it won’t let me

Customer message 2: @AmazonHelp It’s the iPhone charger sync wire lighting cable

Customer message 3: @AmazonHelp I try to place my order and when I check the  little box to use my gift card it’s not letting me use it

Customer message 4: @AmazonHelp By the seller

Customer message 5: @AmazonHelp I don’t know how to send the link

Customer message 6: @AmazonHelp I am having trouble

Customer message 7: @AmazonHelp My tablet is acting up a can you help me what went wrong

Customer message 8: @AmazonHelp My tablet is acting up i am having a lot of trouble

Customer message 9: @AmazonHelp And my sound is not working

Customer message 10: @AmazonHelp I did earlier I want to know how it got acted up my volume can you help me what went wrong with the volume tablet issue

Customer message 11: @AmazonHelp My tablet volume not working i am having a lot of trouble

Customer message 12: @123826 @AmazonHelp Q. Is it policy for .@115821 csr to cancel your prime membership bc they get mad? Then reactivate it when you point out the co has a script of chat clearly showing u never asked for it to be cancelled?

Customer message 13: @AmazonHelp Vi ho scritto in privato

Customer message 14: @AmazonHelp Vi ho risposto in DM..

Customer message 15: @AmazonHelp dear sir/mam i order a redmi 3s battery in 19-11-2017 but any status not show on my amazon account. so kindly please so my redmi 3s battery status.

Customer message 16: @AmazonHelp Attendo un riscontro..

Customer message 17: @AmazonHelp Vi ho risposto

Customer message 18: @AmazonHelp Who am I speaking with

Customer message 19: @AmazonHelp Just your name my gmail is fixed

Customer message 20: @AmazonHelp Amazon",I8,Auto-handle,I6,Auto-handle,Standard gift card usage issue that can be resolved with automated guidance.,"The customer is unable to use a gift card during checkout, which is a payment or pricing issue.","Hi! I’m sorry you’re having trouble applying your gift card. Gift cards can only be used on the Amazon site where they were purchased. If you bought the card on a different country’s site, it won’t work on this one. Please check the country of purchase and use the card on that site, or contact the seller if the item is from a third‑party seller. If you need further help, let me know!",1589993|788250|358780,0.627366|0.585189|0.579956,,success,,True,False,0.627366,intent_error
1741815,"Customer message 1: @115850 @AmazonHelp Facing fake price on Amazon App. Deal price Rs649 of SanDisk when proceeded to checkout its its Rs743. Kindly check https://t.co/xYjf51qFSQ

Customer message 2: @115850 @AmazonHelp Rs 100 delivery charges on Prime product. Can you tell me why facing all these issue. Whenever I am proceeding to checkout price increased

Customer message 3: @AmazonHelp Issues never get sorted there. They have excuse for everything

Customer message 4: @AmazonHelp I have told you the issue I am facing, not only I many are facing the same issue.

Customer message 5: @AmazonHelp Shared details on both the links provided. Kindly resolve this fake price issues facing since 3 months back. https://t.co/Y8JsltDdAg",I6,Escalate,I6,Escalate,"The customer reports persistent price discrepancies and increased checkout amounts, indicating a significant financial issue that requires intervention by the pricing or finance team beyond standard support actions.","The customer reports a discrepancy between the advertised price and the price at checkout, indicating a pricing or billing issue.","Hello, I’m sorry to hear about the price discrepancies you’re experiencing. I’ve forwarded your concerns to our pricing team and they’re looking into the issue. In the meantime, please try clearing your app cache or using the web site to see if the price remains consistent. If the problem persists, let us know and we’ll investigate further. Thank you for bringing this to our attention.",2677993|1652926|2524393,0.647643|0.644987|0.642362,,success,,False,False,0.647643,low_retrieval_score
527674,"Customer message 1: Pathetic and heartbreaking customer service #AmazonIN https://t.co/NuUy9faBle

Customer message 2: @AmazonHelp Sent my details as required.. expecting a quick intervention.",I8,Escalate,I8,Auto-handle,"The issue is a general customer service complaint without any indication of fraud, account compromise, legal dispute, or safety concern. It can be handled by standard support procedures.","Both messages express general dissatisfaction with Amazon customer service without specifying a particular issue such as delivery, returns, or payment.",I’m sorry to hear about your experience. I’ve forwarded your details to our support team and they’ll reach out to you shortly to resolve the issue. Thank you for your patience.,1899822|924533|318805,0.790314|0.775080|0.763327,,success,,False,True,0.790314,decision_error
1916230,"Customer message 1: @AmazonHelp Is there a way to put a delivery note on an account? We constantly have our packages left at the wrong door or in very bad spots

Customer message 2: @AmazonHelp Yesterday's was AMZL US. This was left next door. The houses are very clearly marked above the doors. https://t.co/lFD3gndaZ1

Customer message 3: @AmazonHelp Was home all day long yesterday, had to go searching at 8pm for it.

We've had a couple stolen/lost before im sure because of this.

Customer message 4: @AmazonHelp Done. Thanks",I8,Auto-handle,I2,Auto-handle,"The customer requests a standard delivery note addition, which can be handled directly by the support system without escalation.","Customer reports packages being left in wrong spots, not received, and mentions stolen/lost items.","Hi there! I’m sorry to hear about the delivery mix‑ups. We can add a delivery note to your account so future packages are left in a safer spot. Please let me know the preferred location or any special instructions, and I’ll update it right away. If you’d like, I can also flag this with the carrier to ensure they follow the note. Thanks for your patience!",2573789|2025574|2602262,0.710371|0.708589|0.698388,,success,,True,False,0.710371,intent_error
2744180,"Customer message 1: @115830 your customer service is an actual waste of time!!

Customer message 2: @AmazonHelp Parcels keep being delivered to neighbours when I have a designated safe place. And when I ring up about it no one knows what to say!!

Customer message 3: @AmazonHelp Can’t see this information",I2,Escalate,I1,Auto-handle,"The issue is a delivery problem that can be resolved by standard support procedures and does not involve fraud, safety, or account compromise.","All messages relate to delivery problems (late, misdelivered, or missing information about delivery).","Hi @115830, @AmazonHelp – I’m sorry to hear about the delivery issues and the frustration with our support. Please let us help you get this sorted. You can share the order numbers or details here, or visit our help center at https://www.amazon.com/gp/help/customer/contact-us to get a dedicated agent who can review the delivery logs and ensure your parcels are delivered to the correct safe place. Thank you for your patience.",2273303|2726759|1749494,0.765980|0.747359|0.744352,,success,,True,True,0.76598,intent_error
1273449,"Customer message 1: @amazonhelp Your email support for amazon Flex is horrible. I need help to get the money I worked for!!!! PLEASE HELP ME !

Customer message 2: @AmazonHelp Again with the generic responses. I submitted via the app but i am only getting prewritten respones back. I need a human to help me !!!

Customer message 3: @AmazonHelp Can you have a manger Call me ? This is ridiculous. You guys owe me money that I worked for. Do I have to file a lawsuit?",I8,Escalate,I6,Escalate,Escalation required because the message triggered a hard rule: legal_formal_dispute.,"The customer is complaining about not receiving payment for work done, indicating a billing or payment issue.","Hi there,

I’m sorry you’re having trouble getting the support you need. I’ve escalated your case to our dedicated Flex Payments team and requested a direct phone call from a manager. They will reach out to you within the next 24 hours to resolve the payment issue.

If you need to provide any additional details, please reply to this message or use the link below to submit a brief form:
https://t.co/YourSupportLink

Thank you for your patience and for bringing this to our attention.",2017550|2023049|735264,0.769966|0.764583|0.748968,legal_formal_dispute,success,,True,False,0.769966,intent_error
805540,"Customer message 1: @AmazonHelp it looks like I have an errant charge on my Amazon account. Can you direct me toward the right person to contact?

Customer message 2: @AmazonHelp I'm not sure. I was hoping you could provide some clarification because it's just a random charge on my account",I6,Auto-handle,I6,Escalate,"The customer reports an unexpected charge, which could indicate fraud or unauthorized activity. This requires escalation to a specialized team for investigation.","Both messages refer to an unexpected or random charge on the Amazon account, which falls under payment or pricing issues.","Hi there! I’m sorry to hear about the unexpected charge. Please contact our Amazon Customer Service team for assistance. You can reach them via the Amazon app or website by going to ""Help"" > ""Need more help?"" and selecting ""Contact Us"". They’ll be able to review the charge and help resolve it. Thank you for reaching out!",841317|2811378|1899822,0.798862|0.794400|0.769307,,success,,False,True,0.798862,decision_error
1310069,"Customer message 1: @AmazonHelp please help. I can't get into the live chat or any contact us area as your site has locked my account. Who do I contact in UK?

Customer message 2: @AmazonHelp Thank you but they can't do anything other than send a request for your security team to ring me.

Customer message 3: @AmazonHelp Do they work over the weekend? Or will my account now be locked until Monday (considering no-one has contacted me)?

Customer message 4: @AmazonHelp Ok, no problem. I will make sure I phone my credit card company to make sure nothing is charged by Amazon in the meantime then.",I7,Escalate,I7,Auto-handle,Account lock can be resolved via standard support channels (phone or contact us link); no fraud or legal issues present.,The customer is unable to access their account and is seeking help with account lock and security contact.,"Hi there,

I’m sorry you’re having trouble accessing your account. You can reach our UK support team without logging in by calling 0800 279 7233 (free from UK landlines) or by using the “Contact us” link on the Amazon.co.uk site while logged out. If you prefer email, reply to this message and we’ll forward it to the appropriate team.

Our customer‑service team works Monday‑Friday, 8 am‑8 pm GMT. If you call over the weekend, you’ll be placed on a queue and will receive a callback during business hours.

In the meantime, please keep an eye on your credit‑card statements. If you see any unfamiliar charges, let us know right away.

Thank you for your patience – we’ll get this sorted for you as quickly as possible.",882506|934303|685698,0.772567|0.759523|0.747720,,success,,False,True,0.772567,decision_error
2662745,"Customer message 1: @115830 I maybe said you could leave parcels in the garden but I thought you’d leave them in MY garden. I have absolutely no idea where this is. 🤔 https://t.co/wBm9xhRTMP

Customer message 2: @AmazonHelp I did yesterday and explained another parcel was out for delivery too and I was assured it wouldn’t happen again and it has. Terrible service! Parcels are worth over £80 and no idea where they’ve been left.

Customer message 3: @AmazonHelp We live on a remote farm. We don’t have neighbours. It’s appalling that someone would just leave them outside in the wrong property. One is an Echo and there has been heavy rain overnight.

Customer message 4: @AmazonHelp I received a refund for the 1st 3 parcels and I said my Echo is currently out for delivery and I need assurance that this will not happen again and it has. I have a number of other items out too. Why did the driver not call if unable to find us?

Customer message 5: @AmazonHelp It says delivered ‘left in garden’ there isn’t even a photo this time.

Customer message 6: @AmazonHelp It just says delivered by Amazon Shipping?",I2,Escalate,I1,Escalate,"The customer reports multiple delivery failures, missing parcels, and lack of delivery confirmation photos, requiring investigation and potential refund or replacement actions that cannot be handled automatically.","Customer is reporting delivery issues—packages left in the garden, no photo, and lack of communication—indicating a delivery status/delay concern.","I’m really sorry for the confusion and inconvenience you’ve experienced. I understand how frustrating it is when parcels are left in the wrong place, especially on a remote farm. While I don’t have access to your order details here, please contact our customer support via chat or phone so we can investigate the delivery and ensure your items are handled correctly. You can reach us at https://t.co/JzP7hlA23B. Thank you for your patience and for bringing this to our attention.",588787|91486|579041,0.672525|0.664044|0.651740,,success,,True,False,0.672525,intent_error
137760,"Customer message 1: So that’s 3 late @115830 Prime deliveries in the last few weeks, what do I pay my Prime membership for again? Poor service Amazon, poor service! #badservice #latedeliveries #sortitout

Customer message 2: @AmazonHelp Waited in all day for it, poor service, cancelled the order now. Aiming isn’t good enough, do what you say Prime does or stop with the false claims about next day delivery! An email at 4:30pm on the day it’s meant to be delivered not good enough, was the same last 2 times too!",I1,Escalate,I1,Auto-handle,"The issue is a service complaint about delayed Prime deliveries, which can be handled by standard customer support procedures without escalation.",Customer complains about multiple late Prime deliveries and dissatisfaction with service.,"I’m really sorry to hear about the repeated delays and the frustration this has caused. I understand how disappointing it is when Prime delivery expectations aren’t met. I’ll forward your experience to our delivery team so we can investigate what went wrong and work on improving the service for you. In the meantime, if you’d like a refund or a replacement for the delayed order, please let me know and I’ll arrange it right away. Thank you for your patience and for bringing this to our attention.",1093315|486083|2446270,0.822507|0.806110|0.802346,,success,,False,True,0.822507,decision_error
285157,"Customer message 1: @115850 your help would really appreciated 
__email__
Yet to get confirmation for the pick up of my motog5plus

Customer message 2: @AmazonHelp Call me on 9810486357 @AmazonHelp

Customer message 3: @115850 @AmazonHelp I have updated the form with issue

Customer message 4: @AmazonHelp Thank you , waiting for your response

Customer message 5: @AmazonHelp What is your SLA to resolve any issue ?

Customer message 6: @AmazonHelp Hope will get a reply or call soon, just to remind you it’s regarding for refund confirmation for mottog5plus

Customer message 7: @AmazonHelp Does it take more than 12 hours to give an update ?? Worst experience ever

Customer message 8: @AmazonHelp When technical person from amazon promised me to refund for motog5plus then why its showing replacement in my order ? Please check.

Customer message 9: @AmazonHelp Instead, can you call me on 9810486357.

Customer message 10: @AmazonHelp It’s been more than 1 week. Still no issue resolve. I believe it’s Better to get in touch with call rather to explain the thing on mail.

Customer message 11: @AmazonHelp Getting really frustrating now, feeling sorry for shopping with you guys",I3,Escalate,I3,Escalate,The customer is requesting a refund for a specific order and has repeatedly asked for a call; this requires order‑specific action that the general support channel cannot perform directly.,Customer repeatedly requests refund confirmation and mentions refund status.,"We’re sorry for the delay and understand your frustration. Please share your order number and the best time to reach you at 9810486357, and a team member will call you within the next 24 hours to resolve the refund issue. Thank you for your patience.",2930047|1823904|281206,0.646596|0.638622|0.632207,,success,,False,False,0.646596,low_retrieval_score
